FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1978817,"","","Y","","","","","","","",
1978852,"","","","","Y","","","","","",
1978876,"","","","","","","Y","","","",
1978896,"Y","","","","","","","","","",
1978955,"","","Y","","","","","","","",
1978967,"","","Y","","","","","","","",
1978969,"","","","","Y","","","","","",
1979036,"","","","","","","Y","","","",
1979133,"","","Y","","","","","","","",
1979146,"","","Y","","","","","","","",
1979188,"","","Y","","","","","","","",
1979207,"","Y","","","","","","","","",2024
1979224,"Y","","","","","","","","","",
1979303,"","","Y","","","","","","","",
1979333,"","","","","Y","","","","Y","",
1979405,"","","","","","","Y","","","",
1979476,"","","Y","","","","","","","",
1979517,"","","Y","","","","","","","",
1979521,"","","","","Y","","","","","",
1979539,"","","Y","","","","","","","",
1979633,"","","","","Y","","","","","",
1979646,"","","","","","Y","","","","",2024
1979692,"","","Y","","","","","","","",
1979787,"","","Y","","","","","","","",
1979794,"","","Y","","","","","","","",
1979940,"","","","","","","Y","","","",
1979968,"","","","","Y","","","","","",
1979977,"","","","","","Y","","","","",2025
1979983,"","","Y","","","","","","","",
1980134,"","","Y","","","","","","","",
1980138,"","","Y","","","","","","","",
1980145,"","","Y","","","","","","","",
1980237,"","","Y","","","","","","","",
1980241,"","","","","","","","Y","","",
1980351,"","","Y","Y","","","","","","",
1980378,"","","Y","","","","","","","",
1980395,"Y","","","","","","","","","",
1980399,"","","","","Y","","","","","",
1980402,"","Y","","","","","","","","",2025
1980409,"","","Y","","","","","","","",
1980411,"","Y","","","","","","","","",2025
1980486,"","","Y","","","","","","","",
1980488,"","","Y","","","","","","","",
1980574,"","","Y","","","","","","","",
1980585,"","","Y","","","","","","","",
1980631,"","","Y","","","","","","","",
1980634,"","","Y","","","","","","","",
1980796,"","","Y","","","","","","","",
1980799,"","","Y","","","","","","","",
1980873,"","","Y","","","","","","","",
1980902,"","","Y","","","","","","","",
1980905,"","","Y","","","","","","","",
1980997,"","","","","","Y","","","","",2025
1981031,"","","","","","","Y","","","",
1981067,"","","Y","","","","","","","",
1981073,"","","Y","","","","","","","",
1981108,"Y","","","","","","","","","",
1981117,"","","Y","","","","","","","",
1981142,"","","Y","","","","","","","",
1981166,"Y","","","","","","","","","",
1981185,"","","Y","","","","","","","",
1981244,"","","Y","","","","","","","",
1981245,"","","Y","","","","","","","",
1981249,"","","Y","","","","","","","",
1981251,"Y","","","","","","","","","",
1981259,"","","Y","","","","","","","",
1981283,"","","Y","","","","","","","",
1981292,"","","","","Y","","","","","",
1981324,"Y","","","","","","","","","",
1981362,"","","Y","","","","","","","",
1981369,"","","Y","","","","","","","",
1981381,"","","","","Y","","","","","",
1981434,"","","","","","","Y","","","",
1981471,"","","","","","","Y","","","",
1981472,"","","Y","","","","","","","",
1981475,"","","","","","Y","","","","",2025
1981485,"","","Y","","","","","","","",
1981518,"","Y","","","","","","","","",2025
1981536,"","","Y","","","","","","","",
1981559,"","","Y","","","","","","","",
1981573,"","","Y","","","","","","","",
1981579,"","","Y","","","","","","","",
1981711,"","","","Y","","","","","","",
1981713,"","","Y","","","","","","","",
1981740,"","","Y","","","","","","","",
1981742,"","","Y","","","","","","","",
1981802,"","","Y","","","","","","","",
1981805,"","","","","Y","","","","","",
1981818,"","","Y","","","","","","","",
1981836,"","Y","","","","","","","","",2024
1981867,"","","Y","","","","","","","",
1981883,"","","Y","","","","","","","",
1981891,"","","Y","","","","","","","",
1981902,"","","Y","","","","","","","",
1981950,"","","Y","","","","","","","",
1981969,"","","Y","","","","","","","",
1981987,"","","Y","","","","","","","",
1982000,"","","","","Y","","","","","",
1982013,"","","","","Y","","","Y","","",
1982020,"","","","","Y","","","","","",
1982059,"","","Y","","","","","","","",
1982089,"Y","","","","","","","","","",
1982101,"","","Y","","","","","","","",
1982116,"","","Y","","","","","","","",
1982132,"","","Y","","","","","","","",
1982135,"","","Y","","","","","","","",
1982145,"Y","","","","","","","","","",
1982164,"","","Y","","","","","","","",
1982168,"Y","","","","","","","","","Y",
1982210,"","","","","","","Y","","","",
1982232,"","","Y","","","","","","","",
1982240,"","","Y","","","","","","","",
1982295,"","","Y","","","","","","","",
1982296,"","","Y","","","","","","","",
1982369,"Y","","","","","","","","","",
1982388,"","","","","","","Y","","","",
1982437,"","","Y","","","","","","","",
1982456,"","","Y","","","","","","","",
1982514,"","","Y","","","","","","","",
1982548,"","","Y","","","","","","","",
1982590,"","","Y","","","","","","","",
1982603,"","","Y","","","","","","","",
1982604,"","","Y","","","","","","","",
1982639,"Y","","","","","","","","","",
1982677,"","","","","Y","","","","","",
1982743,"","Y","","","","","","","","",2024
1982758,"Y","","","","","","","","","Y",
1982787,"","","Y","","","","","","","",
1982793,"","","","","","","Y","","","",
1982808,"Y","","","","","","","","","",
1982810,"","","Y","","","","","","","",
1982839,"","","Y","","","","","","","",
1982840,"","","Y","","","","","","","",
1982867,"","","","","Y","","","","","",
1982881,"","","Y","","","","","","","",
1982919,"","","","","Y","","Y","","","",
1982942,"","","Y","","","","","","","",
1982945,"","","Y","","","","","","","",
1982949,"","","Y","","","","","","","",
1982957,"","","Y","","","","","","","",
1983013,"","","Y","","","","","","","",
1983019,"","","Y","","","","","","","",
1983021,"","","Y","","","","","","","",
1983030,"","","Y","","","","","","","",
1983054,"","","Y","Y","","","","","","",
1983105,"","","","","","Y","","","","",2025
1983108,"","","","","","Y","","","","",2025
1983109,"","","","","","Y","","","","",2024
1983130,"","","Y","","","","","","","",
1983137,"","","Y","","","","","","","",
1983167,"","","Y","","","","","","","",
1983175,"","","Y","","","","","","","",
1983187,"","","Y","","","","","","","",
1983197,"","","Y","","","","","","","",
1983207,"","","Y","","","","","","","",
1983210,"","","","","Y","","","","","",
1983237,"","","Y","","","","","","","",
1983247,"","","Y","","","","","","","",
1983258,"","","","","","","Y","","","",
1983363,"","","Y","","","","","","","",
1983399,"","","Y","","","","","","","",
1983410,"","","Y","","","","","","","",
1983468,"","","Y","","","","","","","",
1983479,"Y","","","","","","","","","",
1983549,"","","Y","","","","","","","",
1983568,"","","","","","","Y","","","",
1983581,"","","","","","","","Y","","Y",
1983592,"","","","","","Y","","","","",2024
1983595,"","","","","","","Y","","","",
1983616,"","","Y","","","","","","","",
1983670,"","","Y","","","","","","","",
1983671,"","","","","","Y","","","","",2025
1983672,"","","Y","","","","","","","",
1983675,"","","Y","","","","","","","",
1983700,"","","Y","","","","","","","",
1983772,"","","Y","","","","","","","",
1983778,"","","Y","","","","","","","",
1983802,"","","Y","","","","","","","",
1983820,"","","Y","","","","","","","",
1983824,"","","","","","Y","","","","",2024
1983843,"","","Y","","","","","","","",
1983904,"","","Y","","","","","","","",
1983909,"","","","","Y","","","","","",
1983927,"","","Y","","","","","","","",
1983929,"","","","","","","Y","","","",
1983947,"","","Y","","","","","","","",
1984007,"","","Y","","","","","","","",
1984110,"","","Y","","","","","","","",
1984146,"","","Y","","","","","","","",
1984166,"Y","","","","","","","","","",
1984179,"","","Y","","","","","","","",
1984189,"","","Y","","","","","","","",
1984215,"","","Y","","","","","","","",
1984260,"","","Y","","","","","","","",
1984272,"","","Y","","","","","","","",
1984304,"","","Y","","","","","","","",
1984325,"","","Y","","","","","","","",
1984350,"","","","","Y","","","","","",
1984388,"","","Y","","","","","","","",
1984419,"Y","","","","","","","","","",
1984456,"","","Y","","","","","","","",
1984515,"Y","","","","","","","","","",
1984530,"","","Y","","","","","","","",
1984534,"","","Y","","","","","","","",
1984560,"","","Y","","","","","","","",
1984566,"Y","","","","","","","","","",
1984598,"","","Y","","","","","","","",
1984602,"","Y","","","","","","","","",2025
1984612,"","","Y","","","","","","","",
1984620,"","","Y","","","","","","","",
1984634,"","","","","","","","","","Y",
1984657,"","","Y","","","","","","","",
1984679,"","","","","","","","","","Y",
1984716,"","","Y","","","","","","","",
1984721,"","","Y","","","","","","","",
1984737,"","","Y","","","","","","","",
1984751,"","","Y","","","","","","","",
1984777,"","","Y","","","","","","","",
1984791,"","","Y","","","","","","","",
1984801,"","","Y","","","","","","","",
1984804,"Y","","","","","","","","","",
1984824,"","","Y","","","","","","","",
1984835,"","","","","Y","","","","","",
1984840,"","","Y","","","","","","","",
1984864,"","","Y","","","","","","","",
1984868,"","","Y","","","","","","","",
1984881,"","","Y","","","","","","","",
1984931,"","","Y","","","","","","","",
1984937,"","","Y","","","","","","","",
1984949,"","","Y","","","","","","","",
1984972,"","","Y","","","","","","","",
1984977,"","","Y","","","","","","","",
1984996,"","","Y","","","","","","","",
1985021,"Y","","","","","","","","","",
1985024,"","","Y","","","","","","","",
1985041,"","","Y","","","","","","","",
1985052,"","","Y","","","","","","","",
1985090,"","","Y","","","","","","","",
1985111,"","","Y","","","","","","","",
1985151,"","","Y","","","","","","","",
1985154,"","","Y","","","","","","","",
1985164,"","","Y","","","","","","","",
1985166,"","","Y","","","","","","","",
1985172,"","","Y","","","","","","","",
1985175,"","","Y","","","","","","","",
1985193,"","","Y","","","","","","","",
1985217,"","","Y","","","","","","","",
1985229,"","","Y","","","","","","","",
1985300,"Y","","","","","","","","","",
1985319,"","","","","","Y","","","","",2025
1985326,"","","Y","","","","","","","",
1985341,"","","Y","","","","","","","",
1985343,"","","Y","","","","","","","",
1985350,"","","","","","Y","","","","",2024
1985370,"","","","","","Y","","","","",2024
1985371,"","","","","","Y","","","","",2024
1985385,"","Y","","","","","","","","",2024
1985390,"","","Y","","","","","","","",
1985419,"","Y","","","","","","","","",2024
1985420,"","","","","","Y","","","","",2024
1985438,"","","","","","Y","","","","",2025
1985440,"","","","","","Y","","","","",2024
1985449,"","","Y","","","","","","","",
1985452,"","","Y","","","","","","","",
1985471,"","","Y","","","","","","","",
1985472,"","","Y","","","","","","","",
1985489,"","","Y","","","","","","","",
1985490,"","","Y","","","","","","","",
1985491,"","","Y","","","","","","","",
1985495,"","Y","","","","","","","","",2024
1985496,"","Y","","","","","","","","",2024
1985501,"","","Y","","","","","","","",
1985510,"","","Y","","","","","","","",
1985517,"","Y","","","","","","","","",2024
1985518,"Y","","","","","","","","","",
1985526,"","","Y","","","","","","","",
1985528,"","","Y","","","","","","","",
1985531,"","Y","","","","","","","","",2024
1985536,"","","Y","","","","","","","",
1985539,"","","Y","","","","","","","",
1985554,"","","","","","Y","","","","",2025
1985565,"","Y","","","","","","","","",2024
1985573,"","Y","","","","","","","","",2024
1985580,"","Y","","","","","","","","",2024
1985594,"","Y","","","","","","","","",2024
1985595,"","","Y","","","","","","","",
1985597,"","","","","","","Y","","","",
1985628,"","","","","","Y","","","","",2024
1985639,"","","","","","Y","","","","",2024
1985653,"","","Y","","","","","","","",
1985658,"","","Y","","","","","","","",
1985677,"","","","","","Y","","","","",2024
1985682,"","","","","","Y","","","","",2024
1985686,"","","Y","","","","","","","",
1985690,"","","","","","","Y","","","",
1985692,"","","Y","","","","","","","",
1985698,"","","","","","","Y","","","",
1985710,"","","","","","Y","","","","",2024
1985724,"","","","","","Y","","","","",2024
1985725,"Y","","","","","","","","","",
1985726,"Y","","","","","","","","","",
1985730,"","","Y","","","","","","","",
1985737,"","","Y","","","","","","","",
1985739,"","","Y","","","","","","","",
1985740,"","","","","","Y","","","","",2024
1985746,"","","Y","","","","","","","",
1985747,"","Y","","","","","","","","",2024
1985773,"","","","","","Y","","","","",2024
1985774,"","","","","","Y","","","","",2025
1985788,"","","","","","Y","","","","",2024
1985807,"","","Y","","","","","","","",
1985812,"","","Y","","","","","","","",
1985826,"","","Y","","","","","","","",
1985842,"","","Y","","","","","","","",
1985843,"","","Y","","","","","","","",
1985857,"","","Y","","","","","","","",
1985862,"","","Y","","","","","","","",
1985875,"Y","","","","","","","","","",
1985887,"","","Y","","","","","","","",
1985897,"","","Y","","","","","","","",
1985902,"","","Y","","","","","","","",
1985917,"","","Y","","","","","","","",
1985919,"","","Y","","","","","","","",
1985938,"","","Y","","","","","","","",
1985951,"","","","","","","","","","Y",
1985970,"","","Y","","","","","","","",
1985980,"","","Y","","","","","","","",
1985991,"","","Y","","","","","","","",
1986008,"","","Y","","","","","","","",
1986009,"","","Y","","","","","","","",
1986029,"","","Y","","","","","","","",
1986036,"","","Y","","","","","","","",
1986047,"","","Y","","","","","","","",
1986050,"","","Y","","","","","","","",
1986053,"","","Y","","","","","","","",
1986067,"","","","","","Y","","","","",2024
1986075,"","","Y","","","","","","","",
1986090,"","","Y","","","","","","","",
1986096,"","","","","","Y","","","","",2024
1986127,"","","Y","","","","","","","",
1986128,"","","Y","","","","","","","",
1986132,"","","Y","","","","","","","",
1986136,"Y","","","","","","","","","",
1986155,"","","Y","","","","","","","",
1986181,"","Y","","","","","","","","",2024
1986240,"","","Y","","","","","","","",
1986246,"","Y","","","","","","","","",2024
1986259,"","","Y","","","","","","","",
1986328,"","","","","","Y","","","","",2024
1986347,"","","","","","","","","Y","Y",
1986366,"","","","","Y","","","Y","","",
1986409,"","Y","","","","","","","","",2024
1986456,"","","","","","Y","","","","",2024
1986471,"","Y","","","","","","","","",2024
1986478,"","","Y","","","","","","","",
1986514,"","","Y","","","","","","","",
1986516,"","","Y","","","","","","","",
1986517,"","","","","Y","","","","","",
1986519,"","Y","","","","","","","","",2025
1986524,"","","Y","","","","","","","",
1986525,"","Y","","","","","","","","",2024
1986526,"","","Y","","","","","","","",
1986527,"","","Y","","","","","","","",
1986528,"","","Y","","","","","","","",
1986531,"","","Y","","","","","","","",
1986533,"","","Y","","","","","","","",
1986534,"","","Y","","","","","","","",
1986535,"","","Y","","","","","","","",
1986536,"","","Y","","","","","","","",
1986538,"","","Y","","","","","","","",
1986539,"","","Y","","","","","","","",
1986541,"","","","","","","Y","","","",
1986542,"","","Y","","","","","","","",
1986545,"","","Y","","","","","","","",
1986546,"","","","","","Y","","","","",2025
1986549,"","","Y","","","","","","","",
1986550,"","Y","","","","","","","","",2024
1986551,"","","Y","","","","","","","",
1986552,"","","","","","","Y","","","",
1986553,"","","","","","","Y","","","",
1986554,"","","Y","","","","","","","",
1986555,"","","","","Y","","","","","",
1986556,"","","Y","","","","","","","",
1986557,"","","","","","","Y","","","",
1986560,"Y","","","","","","","","","",
1986561,"","","Y","","","","","","","",
1986563,"","","Y","","","","","","","",
1986564,"","","","","","Y","","","","",2025
1986565,"","","Y","","","","","","","",
1986566,"","","Y","","","","","","","",
1986567,"","","","","","Y","","","","",2024
1986568,"","","","","","Y","","","","",2024
1986569,"","","Y","","","","","","","",
1986570,"","","Y","","","","","","","",
1986572,"","","Y","","","","","","","",
1986577,"","","Y","","","","","","","",
1986578,"","","Y","","","","","","","",
1986581,"","","Y","","","","","","","",
1986582,"","","Y","","","","","","","",
1986583,"","","Y","","","","","","","",
1986587,"","","","","Y","","","","","",
1986589,"","","Y","","","","","","","",
1986590,"","","Y","","","","","","","",
1986591,"","","Y","","","","","","","",
1986592,"","","Y","","","","","","","",
1986593,"","","","","","","Y","","","",
1986594,"","","Y","","","","","","","",
1986595,"","","","","","Y","","","","",2025
1986596,"","","Y","","","","","","","",
1986600,"","","Y","","","","","","","",
1986601,"","","Y","","","","","","","",
1986602,"","","Y","","","","","","","",
1986603,"","","Y","","","","","","","",
1986605,"","","Y","","","","","","","",
1986606,"","","Y","","","","","","","",
1986608,"","","Y","","","","","","","",
1986610,"","Y","","","","","","","","",2024
1986611,"","","Y","","","","","","","",
1986612,"","","Y","","","","","","","",
1986613,"","","Y","","","","","","","",
1986614,"","","Y","","","","","","","",
1986615,"","","Y","","","","","","","",
1986616,"","","Y","","","","","","","",
1986617,"","","Y","","","","","","","",
1986618,"","","Y","","","","","","","",
1986619,"","","Y","","","","","","","",
1986621,"","","Y","","","","","","","",
1986622,"","","Y","","","","","","","",
1986624,"","","Y","","","","","","","",
1986625,"","","Y","","","","","","","",
1986629,"","","Y","","","","","","","",
1986630,"","","Y","","","","","","","",
1986633,"","","Y","","","","","","","",
1986635,"","","","","Y","","","","","",
1986636,"","","Y","","","","","","","",
1986637,"","","Y","","","","","","","",
1986639,"","","Y","","","","","","","",
1986642,"","","Y","","","","","","","",
1986643,"","","Y","","","","","","","",
1986644,"","","Y","","","","","","","",
1986647,"","","Y","","","","","","","",
1986648,"","","Y","","","","","","","",
1986650,"","","Y","","","","","","","",
1986651,"","","Y","","","","","","","",
1986654,"","","Y","","","","","","","",
1986655,"Y","","","","","","","","","",
1986656,"","","Y","","","","","","","",
1986658,"","","Y","","","","","","","",
1986661,"","","Y","","","","","","","",
1986662,"","","Y","","","","","","","",
1986663,"","","Y","","","","","","","",
1986665,"Y","","","","","","","","","",
1986666,"","","Y","","","","","","","",
1986668,"","","Y","","","","","","","",
1986669,"","","Y","","","","","","","",
1986670,"","","Y","","","","","","","",
1986671,"","","Y","","","","","","","",
1986672,"","","Y","","","","","","","",
1986673,"","","Y","","","","","","","",
1986675,"","","Y","","","","","","","",
1986676,"","","Y","","","","","","","",
1986679,"","","Y","","","","","","","",
1986680,"","","Y","","","","","","","",
1986681,"","","Y","","","","","","","",
1986683,"","","Y","","","","","","","",
1986684,"","","","","","","Y","","","",
1986685,"","","Y","","","","","","","",
1986686,"","","Y","","","","","","","",
1986688,"","","Y","","","","","","","",
1986690,"","","Y","","","","","","","",
1986691,"","","","","","","Y","","","",
1986692,"","","","","","","Y","","","",
1986696,"","","Y","","","","","","","",
1986698,"","","","","","","Y","","","",
1986699,"","","Y","","","","","","","",
1986700,"","","Y","","","","","","","",
1986702,"","","Y","","","","","","","",
1986703,"","","Y","","","","","","","",
1986707,"","Y","","","","","","","","",2024
1986710,"","","Y","","","","","","","",
1986711,"","","Y","","","","","","","",
1986715,"","","Y","","","","","","","",
1986719,"","","Y","","","","","","","",
1986720,"","","Y","","","","","","","",
1986721,"","","Y","","","","","","","",
1986722,"","","Y","","","","","","","",
1986723,"","","Y","","","","","","","",
1986729,"","","Y","","","","","","","",
1986730,"","","Y","","","","","","","",
1986731,"","","Y","","","","","","","",
1986733,"","","","","","","Y","","","",
1986735,"","","Y","","","","","","","",
1986736,"","","Y","","","","","","","",
1986737,"","","Y","","","","","","","",
1986739,"","","Y","","","","","","","",
1986741,"","","Y","","","","","","","",
1986742,"","","Y","","","","","","","",
1986743,"","","Y","","","","","","","",
1986744,"","","Y","","","","","","","",
1986745,"","","Y","","","","","","","",
1986748,"","","Y","","","","","","","",
1986749,"","","Y","","","","","","","",
1986751,"","","Y","","","","","","","",
1986754,"","","Y","","","","","","","",
1986757,"","","Y","","","","","","","",
1986759,"","","Y","","","","","","","",
1986762,"","","Y","","","","","","","",
1986764,"","","Y","","","","","","","",
1986766,"","","","","","Y","","","","",2024
1986770,"","","Y","","","","","","","",
1986773,"","","Y","","","","","","","",
1986778,"","","Y","","","","","","","",
1986780,"","","Y","","","","","","","",
1986782,"","","Y","","","","","","","",
1986787,"","","","","","","Y","","","",
1986790,"","","","","","Y","","","","",2024
1986792,"","","Y","","","","","","","",
1986793,"","","Y","","","","","","","",
1986794,"","","Y","","","","","","","",
1986797,"","","Y","","","","","","","",
1986798,"","","Y","","","","","","","",
1986799,"","","Y","","","","","","","",
1986805,"","","Y","","","","","","","",
1986807,"","","Y","","","","","","","",
1986808,"","","Y","","","","","","","",
1986811,"","","Y","","","","","","","",
1986812,"","Y","","","","","","","","",2024
1986815,"","","Y","","","","","","","",
1986818,"","","Y","","","","","","","",
1986819,"","","Y","","","","","","","",
1986821,"","","Y","","","","","","","",
1986823,"","","Y","","","","","","","",
1986824,"","","Y","","","","","","","",
1986825,"","","Y","","","","","","","",
1986831,"","","Y","","","","","","","",
1986832,"","","Y","","","","","","","",
1986833,"","","Y","","","","","","","",
1986835,"","","Y","","","","","","","",
1986836,"Y","","","","","","","","","",
1986837,"","","Y","","","","","","","",
1986838,"","","","","","Y","","","","",2025
1986841,"","","Y","","","","","","","",
1986842,"","","Y","","","","","","","",
1986843,"","","Y","","","","","","","",
1986844,"","","Y","","","","","","","",
1986845,"","","Y","","","","","","","",
1986847,"","","Y","","","","","","","",
1986849,"","","Y","","","","","","","",
1986850,"","","Y","","","","","","","",
1986851,"","","Y","","","","","","","",
1986852,"","","Y","","","","","","","",
1986853,"","","Y","","","","","","","",
1986856,"","","Y","","","","","","","",
1986864,"","","Y","","","","","","","",
1986865,"","","Y","","","","","","","",
1986866,"","","Y","","","","","","","",
1986868,"","","","","Y","","","","","",
1986869,"","","Y","","","","","","","",
1986870,"","","Y","","","","","","","",
1986873,"","","Y","","","","","","","",
1986880,"","","Y","","","","","","","",
1986881,"","","Y","","","","","","","",
1986882,"","","","","","","","Y","","",
1986883,"","","Y","","","","","","","",
1986885,"","","Y","","","","","","","",
1986887,"","","Y","","","","","","","",
1986888,"","","","","Y","","","","","",
