"FilingID","SEC File Number","Series ID","RAUM"
1983004,"811-23958",,0
1995226,"811-05349",S000009308,3041009420
1995226,"811-07238",S000008097,0
1996471,"811-8194",S000027283,429226522
1996471,"811-8194",S000027284,139670606
1995243,"811-23382",,41187390
1997391,"811-05037",,70586626
1997318,"811-22708",S000037789,15657679804
1997318,"811-22708",S000037790,2895943753
1997318,"811-22708",S000038479,6099698996
1997318,"811-22708",S000038482,3931615336
1997318,"811-22708",S000038483,3749385290
1997318,"811-22708",S000038484,1836443509
1997318,"811-22708",S000038486,175661527
1997318,"811-22708",S000038487,249099876
1997318,"811-22708",S000043634,285407734
1997318,"811-22708",S000049137,8185207643
1997318,"811-22708",S000058305,1171881521
1997318,"811-22708",S000058723,411648500
1997318,"811-22708",S000075346,34423430
1997318,"811-22708",S000072895,114701124
1997318,"811-22708",S000067228,686733644
1997318,"811-22708",S000079575,293972895
1997318,"811-07572",S000007175,6099698996
1997318,"811-22781",S000051363,3749385290
1997318,"811-03833",S000065451,3749385290
1997318,"811-01944",S000038479,6099698996
1997235,"811-08789",S000008032,31858649742
1997235,"811-09903",S000000370,32167765002
1997235,"811-00560",S000045751,2714975037
1997235,"811-00560",S000086384,55191666
1997235,"811-05141",S000026029,31989740073
1997235,"811-22781",S000049146,2641826783
1997235,"811-22781",S000051363,2533523995
1997235,"811-22811",S000048337,30359096145
1997235,"811-04367",S000055250,673316085
1997235,"811-23148",S000054044,31503587272
1997235,"811-21777",S000023715,16737532771
1997235,"811-21777",S000028882,9930907006
1997235,"811-08894",S000048717,59467017
1997235,"811-04146",S000045751,5667674609
1997235,"811-04146",S000017255,150179495
1997235,"811-05518",S000001106,9628627068
1997235,"811-05518",S000035438,8196852345
1997235,"811-05518",S000001108,88090769
1997235,"811-05518",S000030191,139755228
1997235,"811-05518",S000001094,138119268
1997235,"811-05518",S000001097,377715381
1997235,"811-05518",S000051361,68558406
1997235,"811-05518",S000074882,0
1997235,"811-05518",S000074886,900130804
1997235,"811-05518",S000061328,5745886226
1997235,"811-05518",S000084877,0
1997235,"811-02224",S000029641,31434148119
1997235,"811-03153",S000055522,1046508999
1997235,"811-03153",S000048356,1030914094
1997235,"811-05186",S000001978,2322479188
1997235,"811-10401",S000082920,729587858
1997235,"811-10401",S000082921,356129933
1997235,"811-10401",S000082922,31615968061
1997235,"811-10401",S000082923,32161168846
1997235,"811-22733",S000083349,13330094
1997235,"811-21779",S000017260,242429266
1997235,"811-22153",S000020974,0
1997235,"811-23718",S000020974,31304219136
1995764,"811-08764",S000002976,2257405565
1995764,"811-21991",S000029152,6623980714
1995764,"811-21991",S000061481,1961802872
1995764,"811-05344",S000008596,7204141362
1995764,"811-05344",S000021052,2257405565
1995764,"811-05344",S000034349,702530384
1995764,"811-05344",S000019315,1962314237
1995764,"811-05344",S000008594,320853173
1995764,"811-05344",S000008605,6623980714
1995764,"811-05344",S000008604,6623980714
1995764,"811-05344",S000037763,7061675967
1995764,"811-05344",S000008595,1598644137
1995764,"811-05344",S000008601,9290823724
1995764,"811-05344",S000008602,1849069936
1995764,"811-05344",S000008597,2118500088
1995764,"811-05344",S000008603,8889045964
1995764,"811-05344",S000066499,1961802872
1995764,"811-05344",S000069167,132130813
1995764,"811-05344",S000072753,0
1995764,"811-05344",S000075390,379931216
1995764,"811-05344",S000075391,10151789
1995764,"811-05344",S000080810,16927269
1995764,"811-03623",S000002197,7061675967
1995764,"811-22127",S000028707,7061675967
1995764,"811-22127",S000019853,2118500088
1995764,"811-08894",S000001723,7061675967
1995764,"811-10263",S000001159,9290823724
1995764,"811-23207",S000056100,9290823724
1995764,"811-23718",S000073793,9290823724
1996886,"811-22099",S000019169,294687159
1996886,"811-22099",S000046840,1580845586
1996886,"811-21619",,247822927
1996886,"811-02224",S000003825,6997014763
1996886,"811-23146",S000083143,1362896
1999858,"811-21630",,249370955
1995252,"811-22747",S000050589,2395431906
1995252,"811-22747",S000050590,0
1995252,"811-22747",S000053615,300690103
1996039,"811-22781",S000049147,174831333
1996462,"811-8194",S000027283,429226522
1996462,"811-8194",S000027284,139670606
1996946,"811-03605",S000023949,26475807773
1996946,"811-03605",S000001286,26475807773
1996946,"811-03605",S000001275,26475807773
1996946,"811-03605",S000001289,22310473985
1996946,"811-22555",S000055516,3858095879
1996946,"811-22555",S000035596,4174509116
1996946,"811-22555",S000073358,36211801
1996946,"811-06698",S000009010,193965409130
1996946,"811-06351",S000007715,3508793992
1996946,"811-06351",S000055094,3516240753
1996946,"811-08274",S000003661,193965409130
1996946,"811-07507",S000006221,193965409130
1996946,"811-07507",S000006223,1364094004
1996946,"811-08236",S000038895,3858095879
1996946,"811-08236",S000038897,4797595868
1996946,"811-08236",S000038896,1113661339
1996946,"811-08236",S000005358,16645679203
1996946,"811-08236",S000019579,308294213
1996946,"811-08236",S000001252,602947983
1996946,"811-08236",S000001273,6179309972
1996946,"811-08236",S000001243,20088830
1996946,"811-08236",S000015790,7623762925
1996946,"811-08236",S000018524,694934528
1996946,"811-08236",S000025872,5117920659
1996946,"811-08236",S000025873,567846783
1996946,"811-08236",S000001244,848974619
1996946,"811-08236",S000001246,168864801
1996946,"811-08236",S000001260,2174203672
1996946,"811-08236",S000001267,26475807773
1996946,"811-08236",S000001258,1269150449
1996946,"811-08236",S000001266,26475807773
1996946,"811-08236",S000001247,193965409130
1996946,"811-08236",S000001250,124907723
1996946,"811-08236",S000001251,123273296
1996946,"811-08236",S000001245,1364094004
1996946,"811-08236",S000055816,774626716
1996946,"811-08236",S000001268,35400518207
1996946,"811-08236",S000001269,723130119
1996946,"811-08236",S000001256,1372506980
1996946,"811-08236",S000012492,1314755142
1996946,"811-08236",S000012717,1351234470
1996946,"811-08236",S000026479,436528607
1996946,"811-08236",S000024144,534000347
1996946,"811-08236",S000015790,9591267984
1996946,"811-23207",S000056109,8415522414
1996946,"811-22538",S000062062,26475807773
1996946,"811-22538",S000071160,1269150449
1996946,"811-22538",S000071158,34236030626
1996946,"811-22538",S000071157,34236030626
1996946,"811-22538",S000071159,4797595868
1996946,"811-03990",S000018231,6179309972
1996946,"811-03990",S000000054,893187343
1998412,"811-03334",S000008718,
1998412,"811-03334",S000008717,
1998412,"811-03334",S000008721,
1998412,"811-03334",S000008722,
1998412,"811-03334",S000008723,
1998412,"811-03334",S000076003,
1998412,"811-03334",S000008719,
1998412,"811-03416",S000013508,
1998412,"811-03416",S000005148,
1998412,"811-03416",S000005150,
1998412,"811-03416",S000005151,252162529
1998412,"811-03416",S000025875,
1998412,"811-03416",S000076002,
1998412,"811-03591",S000008732,
1998412,"811-03591",S000008726,
1998412,"811-04000",S000010996,
1998412,"811-04000",S000010991,
1998412,"811-04000",S000010992,
1998412,"811-04000",S000010994,
1998412,"811-04000",S000010995,
1998412,"811-04000",S000010997,
1998412,"811-04000",S000040490,
1998412,"811-04000",S000040491,
1998412,"811-04000",S000040492,
1998412,"811-06563",S000008725,
1998412,"811-06563",S000038363,
1998412,"811-06563",S000008724,
1998412,"811-06563",S000017170,
1998412,"811-06563",S000066644,
1998412,"811-09877",S000051236,
1998412,"811-09877",S000005145,
1998412,"811-09877",S000049168,
1998412,"811-09877",S000049169,
1998412,"811-09877",S000051237,
1998412,"811-10045",S000017171,
1998412,"811-10045",S000008714,
1998412,"811-10045",S000024182,
1998412,"811-10045",S000042600,
1998412,"811-10045",S000079266,
1998412,"811-03101",S000005140,
1998412,"811-03101",S000046839,
1998412,"811-03101",S000059217,
1998412,"811-03101",S000080179,
1998412,"811-03101",S000080180,
1998412,"811-03101",S000080181,
1998740,"811-05141",S000026003,9093358472
1998740,"811-08894",S000001746,31044126116
1998740,"811-22811",,20534799510
1998740,"811-22865",,2040213242
1998740,"811-23325",,58885021675
1998740,"811-21714",,858907176
1998740,"811-08236",,72416897
1998740,"811-21991",,2488266928
1998740,"811-07953",S000013249,26778494990
1998740,"811-04556",,243748808
1998740,"811-03015",,1764552526
1998740,"811-09491",,6566815782
1998740,"811-03213",,9991268013
1998740,"811-07238",,775797813
1998740,"811-04419",,5223497402
1998740,"811-08495",,3491232144
1998740,"811-08090",,5099971273
1998740,"811-03738",,1832291262
1998760,"811-03091",S000003864,744254802
1998760,"811-03290",S000002880,1620767371
1998760,"811-03618",S000006533,290814850
1998760,"811-05178",S000002243,277919961
1998760,"811-05576",S000002245,343065820
1998760,"811-05723",S000002250,374206
1998760,"811-05742",S000008399,326640232
1998760,"811-06669",S000002520,290814850
1998760,"811-10263",,2055616162
1998760,"811-10331",,595377804
1998760,"811-10337",,464614282
1998760,"811-10339",,786094454
1998760,"811-10543",,941435257
1998760,"811-21053",,31096565
1998760,"811-21126",,888003353
1998760,"811-21178",,512383811
1998760,"811-21318",,1910708878
1998760,"811-21348",,575437701
1998760,"811-21349",,871661845
1998760,"811-21413",,612922575
1998760,"811-21434",S000004067,26068187988
1998760,"811-21457",S000001470,6823421653
1998760,"811-21506",,927785053
1998760,"811-21566",,393761240
1998760,"811-21656",,364540519
1998760,"811-21702",,555548012
1998760,"811-21729",,717950131
1998760,"811-21763",S000057851,2106408474
1998760,"811-21835",,224212361
1998760,"811-22032",,576115150
