"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1951177,243710,132547,"AVG Q2 2019 FRONTIER FUND",805-8405678211,"Delaware","United States","Y","N"
1951177,243697,132551,"JANUARY 1 2019 AVG B-SCHOOL FUND",805-9048867411,"Delaware","United States","Y","N"
1951177,243710,132548,"AVG Q2 2019 SELECT FUND",805-1018821358,"Delaware","United States","Y","N"
1951177,243710,132549,"AVG Q2 2019 SOCIAL IMPACT FUND",805-3739331234,"Delaware","United States","Y","N"
1951177,219213,132541,"AVG INTERNATIONAL FUND 1",805-3612734408,"Delaware","United States","Y","N"
1951177,244165,132527,"AVG Q3 2019 FRONTIER FUND",805-1295589117,"Delaware","United States","Y","N"
1951177,243710,132550,"AVG Q2 2019 WOMEN'S FUND",805-4230715449,"Delaware","United States","Y","N"
1951177,244169,132524,"AVG Q4 2019 SOCIAL IMPACT FUND",805-9452523944,"Delaware","United States","Y","N"
1951177,219217,132536,"OCTOBER 1, 2018 AVG SOCIAL IMPACT FUND",805-4878387295,"Delaware","United States","Y","N"
1951177,244165,132526,"AVG Q3 2019 ELITE ENGINEERING FUND",805-4216537171,"Delaware","United States","Y","N"
1951177,244169,132522,"AVG Q4 2019 FRONTIER FUND",805-2495510380,"Delaware","United States","Y","N"
1951177,244165,132529,"AVG Q3 2019 SOCIAL IMPACT FUND",805-2075233063,"Delaware","United States","Y","N"
1951177,219217,132532,"OCTOBER 1, 2018 AVG ELITE ENGINEERING FUND",805-9554900617,"Delaware","United States","Y","N"
1951177,219213,132542,"AVG MIDWEST VALUE FUND 1",805-2422122663,"Delaware","United States","Y","N"
1951177,219213,132543,"AVG SELECT FUND 1",805-9759368884,"Delaware","United States","Y","N"
1951177,219213,132539,"AVG B-SCHOOL FUND 1",805-3811518974,"Delaware","United States","Y","N"
1951177,244169,132525,"AVG Q4 2019 WOMEN'S FUND",805-6841682263,"Delaware","United States","Y","N"
1951177,244169,132521,"AVG Q4 2019 ELITE ENGINEERING FUND",805-4555530933,"Delaware","United States","Y","N"
1951177,243697,132553,"JANUARY 1 2019 AVG FRONTIER FUND",805-7163460846,"Delaware","United States","Y","N"
1951177,243697,132552,"JANUARY 1 2019 AVG ELITE ENGINEERING FUND",805-5839124597,"Delaware","United States","Y","N"
1951177,243697,132554,"JANUARY 1 2019 AVG INTERNATIONAL FUND",805-6322654231,"Delaware","United States","Y","N"
1951177,254179,143468,"AVG Q1 2020 FRONTIER FUND",805-1739556213,"Delaware","United States","Y","N"
1951177,254179,143469,"AVG Q1 2020 SELECT FUND",805-8488971691,"Delaware","United States","Y","N"
1951177,254179,143470,"AVG Q1 2020 SOCIAL IMPACT FUND",805-8244410845,"Delaware","United States","Y","N"
1952180,457834,151058,"PROJECT A VENTURES V INTERNATIONAL FEEDER SCSP",805-5352214190,"","Luxembourg","Y","Y"
1952180,314732,151636,"PROJECT A VENTURES IV FEEDER GMBH & CO. KG",805-4980191745,"","Germany","Y","Y"
1967471,15921,3226,"IROQUOIS CAPITAL LP",805-4457207793,"Delaware","United States","Y","N"
1967471,15921,3229,"IROQUOIS CAPITAL OFFSHORE LTD.",805-6361764881,"","Cayman Islands","Y","N"
1956129,252677,134084,"COVALIS CAPITAL ENERGY TRANSITION FUND SP",805-9613784505,"","Cayman Islands","N","Y"
1956129,167320,120424,"COVALIS CAPITAL FUND LTD",805-4821928056,"","Cayman Islands","N","Y"
1956129,187514,121080,"COVALIS CAPITAL ENHANCED FUND LP",805-8471798207,"Delaware","United States","N","Y"
1956129,187514,120413,"COVALIS CAPITAL ENHANCED FUND LTD",805-5635445621,"","Cayman Islands","N","Y"
1956129,167320,120423,"COVALIS CAPITAL FUND LP",805-2150151221,"Delaware","United States","N","Y"
1957233,34814,6449,"ENERTECH CAPITAL PARTNERS IV ALBERTA FEEDER, L.P.",805-9524904631,"Delaware","United States","Y","Y"
1957233,34814,12575,"ECP IV MANAGEMENT HOLDINGS, L.P.",805-5361666487,"Delaware","United States","Y","Y"
1944375,423093,147246,"SUNSTONE FUND, LP",805-1983302500,"Delaware","United States","N","Y"
1944375,423093,147247,"SUNSTONE FUND, LTD.",805-7317027753,"","Cayman Islands","N","Y"
1947146,65759,13429,"ESDF V, LP",805-1572979588,"","Cayman Islands","N","Y"
1947146,211448,125683,"ESDF VI, LP",805-5526977959,"","Cayman Islands","N","Y"
1950704,364736,147105,"APIS GLOBAL GROWTH FUND III (EUR FEEDER) SCSP",805-2598190341,"","Luxembourg","N","Y"
1945658,246473,134343,"HIGHWEST GLOBAL OFFSHORE FUND, LTD",805-1312293509,"","Cayman Islands","Y","N"
1945658,246473,133029,"HIGHWEST GLOBAL FUND, LP",805-3864436456,"Delaware","United States","Y","N"
1945076,44794,8083,"TARGET PARTNERS EXECUTIVE FUND II GMBH & CO. KG",805-3672596410,"","Germany","Y","N"
1944732,475669,151244,"ASYMMETRIC HV FUND I, L.P.",805-8728162787,"Delaware","United States","N","Y"
1944732,309637,141092,"ASYMMETRIC TECHNOLOGIES, LP",805-8728162787,"Delaware","United States","N","Y"
1944732,309637,141091,"ASYMMETRIC TECHNOLOGIES OFFSHORE, LP",805-4596236888,"","Cayman Islands","N","Y"
1962971,369298,146603,"MOELIS ASSET CATALYST (OFFSHORE) FUND I, LP",805-5723178849,"","Cayman Islands","N","Y"
1937715,250723,133805,"BLOCKCHAIN VENTURES OFFSHORE FUND I LP",805-2368863207,"","Cayman Islands","Y","N"
1952321,38512,7126,"FRONTFOUR CAPITAL PARTNERS LP",805-1947601351,"Delaware","United States","Y","N"
1952321,38512,7129,"FRONTFOUR CAPITAL PARTNERS LTD",805-9483192844,"","Cayman Islands","Y","N"
1926504,288509,138195,"THIRD PRIME ALPHA III AGGREGATOR, LLC",805-7111534498,"Delaware","United States","N","Y"
1926504,288702,138196,"THIRD PRIME ALPHA III AGGREGATOR, LLC",805-7111534498,"Delaware","United States","N","Y"
1926504,288711,138197,"THIRD PRIME CRYPTO FEEDER, LP",805-9067258210,"","Cayman Islands","N","Y"
1952600,248678,133466,"AIHC (US FEEDER) FUND",805-7853731315,"","Cayman Islands","N","Y"
1952600,248678,133468,"GHC AIH FUND",805-2152044560,"","Cayman Islands","N","Y"
1964766,336707,142950,"MADRONA IX MANAGER FUND, LP",805-2133978655,"Delaware","United States","N","Y"
1964766,336707,142951,"MADRONA VENTURE IX INNOVATORS FUND, LP",805-5408512608,"Delaware","United States","N","Y"
1964766,336711,142952,"MADRONA IX ENTREPRENEURS FUND, LP",805-5171266609,"Delaware","United States","Y","N"
1964766,256693,134599,"MADRONA VIII MANAGER FUND, LP",805-5986211731,"Delaware","United States","N","Y"
1964766,52461,10157,"MADRONA V ENTREPRENEURS FUND, LP",805-9376030536,"Delaware","United States","Y","N"
1964766,174400,117319,"MADRONA VI ENTREPRENEURS FUND, LP",805-9559929476,"Delaware","United States","Y","N"
1964766,478088,151582,"MADRONA ACCELERATION IV MANAGERS FUND, LP",805-1989951833,"Delaware","United States","N","Y"
1964766,478070,151581,"MADRONA X ENTREPRENEURS FUND, LP",805-9741530869,"Delaware","United States","Y","N"
1921073,61893,12571,"ARKKAN OPPORTUNITIES FEEDER FUND I LTD.",805-1302877362,"","Cayman Islands","N","Y"
1921073,61893,12572,"ARKKAN OPPORTUNITIES FEEDER FUND II LTD.",805-5279688405,"","Cayman Islands","N","Y"
1949762,312108,141550,"FRANCHISE FEEDER LP",805-4480594752,"","Cayman Islands","N","Y"
1946601,248377,133409,"XINGTAI CHINA INTERNATIONAL FEEDER FUND",805-8311481896,"","Cayman Islands","N","Y"
1946601,248377,133408,"XINGTAI CHINA US FEEDER FUND",805-6938019438,"","Cayman Islands","N","Y"
1966689,319895,142681,"MONOLITH FEEDER FUND",805-3712538096,"","Cayman Islands","N","Y"
1960496,231135,130707,"DCP ASIA CO-INVESTMENT FUND I FEEDER I, L.P",805-8633396639,"","Cayman Islands","N","Y"
1960496,251392,133886,"DCP ASIA CREDIT FUND III FEEDER I, L.P.",805-6509053703,"","Cayman Islands","N","Y"
1960496,480973,152028,"DCP CHINA CREDIT FUND II FEEDER I, L.P.",805-6509053703,"","Cayman Islands","N","Y"
1921077,228643,130090,"PANTHEUM FEEDER FUND LIMITED",805-8297036350,"","Cayman Islands","N","Y"
1921077,228643,130095,"PANTHEUM FEEDER FUND LP",805-8410169289,"Delaware","United States","N","Y"
1959645,373512,145532,"TRIBUNE INVESTMENT GROUP OFFSHORE LTD.",805-1462358056,"","Cayman Islands","N","Y"
1959645,373512,145533,"TRIBUNE INVESTMENT GROUP ONSHORE FUND LP",805-5658372033,"Delaware","United States","N","Y"
1931258,476772,151360,"KANOU ENERGY TRANSITION FUND LIMITED",805-2179601102,"","Cayman Islands","N","Y"
1931258,476747,151356,"BARNA OFFSHORE FEEDER FUND LTD",805-4886532894,"","Cayman Islands","N","Y"
1931258,366230,144544,"HARA GLOBAL CAPITAL OFFSHORE FUND I LTD",805-3543082818,"","Cayman Islands","N","Y"
1953291,281910,137317,"HASHKEY FINTECH INVESTMENT FUND III (CAYMAN FEEDER) LP",805-3054045814,"","Cayman Islands","Y","N"
1960565,247220,133239,"ACTIVE OWNERSHIP US FEEDER FUND LP",805-9310280195,"Delaware","United States","N","Y"
1960565,247220,133240,"ACTIVE OWNERSHIP LUX FEEDER FUND SCS",805-4873982970,"","Luxembourg","N","Y"
1950715,306042,139973,"ASTORG VIII (FEEDER)",805-6180017339,"","Luxembourg","N","Y"
1952068,435453,150208,"SQUADRON OFFSHORE FUND",805-4200836040,"","Cayman Islands","N","Y"
1953005,21456,4143,"HELIOS STRATEGIC FUND, LLC",805-1600614621,"","Cayman Islands","N","Y"
1953005,21456,4144,"HELIOS STRATEGIC LIMIED",805-2929655814,"","Cayman Islands","N","Y"
1957093,378725,146057,"SPECTRA LATIN AMERICA PRIVATE EQUITY FEEDER VI, LP",805-5990362223,"","Canada","Y","N"
1957093,228726,130108,"SPECTRA LATIN AMERICA PRIVATE EQUITY FEEDER IV LP",805-8150608044,"","Canada","Y","N"
1957093,283553,137546,"SPECTRA LATIN AMERICA PRIVATE EQUITY FEEDER V, LP",805-2063440590,"","Canada","Y","N"
1941023,477314,151474,"OAKLEY CAPITAL VI-B1 SCSP",805-9696826820,"","Luxembourg","N","Y"
1941023,477314,151475,"OAKLEY CAPITAL VI-C SCSP",805-4144976836,"","Luxembourg","N","Y"
1941023,477314,151476,"OAKLEY CAPITAL VI-B2 SCSP",805-4288079258,"","Luxembourg","N","Y"
1941023,377717,151935,"OAKLEY TOURING VENTURE B2 SCSP",805-6978541800,"","Luxembourg","N","Y"
1941023,377750,145913,"OAKLEY CAPITAL ORIGIN II-C SCSP",805-1977684672,"","Luxembourg","N","Y"
1941023,377818,145920,"OAKLEY CAPITAL GUINNESS C SCSP",805-5283069754,"","Luxembourg","N","Y"
1941023,377750,145906,"OAKLEY CAPITAL ORIGIN II-B2 SCSP",805-5974561365,"","Luxembourg","N","Y"
1941023,377750,145907,"OAKLEY CAPITAL ORIGIN II-A SCSP",805-4139444162,"","Luxembourg","N","Y"
1941023,377750,145908,"OAKLEY CAPITAL ORIGIN II-B1 SCSP",805-4502124857,"","Luxembourg","N","Y"
1941023,377818,145918,"OAKLEY CAPITAL GUINNESS B1 SCSP",805-2922832165,"","Luxembourg","N","Y"
1941023,377717,145898,"OAKLEY TOURING VENTURE B1 SCSP",805-4299511889,"","Luxembourg","N","Y"
1941023,377717,145899,"OAKLEY TOURING VENTURE C SCSP",805-6760441179,"","Luxembourg","N","Y"
1941023,253613,145896,"OAKLEY CAPITAL ORIGIN C SCSP",805-7191201964,"","Luxembourg","N","Y"
1941023,355560,143226,"OAKLEY CAPITAL V-C SCSP",805-8068684097,"","Luxembourg","N","Y"
1941023,355560,143221,"OAKLEY CAPITAL V-A SCSP",805-3221856850,"","Luxembourg","N","Y"
1941023,355560,143222,"OAKLEY CAPITAL V-B2 SCSP",805-9660513851,"","Luxembourg","N","Y"
1941023,253613,134213,"OAKLEY CAPITAL ORIGIN A SCSP",805-8199331386,"","Luxembourg","N","Y"
1941023,253613,134214,"OAKLEY CAPITAL ORIGIN B SCSP",805-4676957984,"","Luxembourg","N","Y"
1941023,199567,123274,"OAKLEY CAPITAL PRIVATE EQUITY III-A L.P.",805-5165963284,"","Bermuda","N","Y"
1941023,199567,123275,"OAKLEY CAPITAL PRIVATE EQUITY III-B L.P.",805-4676957984,"","Bermuda","N","Y"
1941023,199567,123276,"OAKLEY CAPITAL PRIVATE EQUITY III-C L.P.",805-7215875337,"","Bermuda","N","Y"
1941023,199559,123268,"OAKLEY CAPITAL PRIVATE EQUITY II-A L.P.",805-9792614112,"","Bermuda","N","Y"
1941023,199559,123270,"OAKLEY CAPITAL PRIVATE EQUITY II-C L.P.",805-5426393929,"","Bermuda","N","Y"
1941023,232198,130891,"OAKLEY CAPITAL IV-A SCSP",805-2115602014,"","Luxembourg","N","Y"
1941023,232198,130892,"OAKLEY CAPITAL IV-B SCSP",805-7069195771,"","Luxembourg","N","Y"
1941023,199559,123269,"OAKLEY CAPITAL PRIVATE EQUITY II-B L.P.",805-2476128362,"","Bermuda","N","Y"
1941023,355560,143225,"OAKLEY CAPITAL V-B1 SCSP",805-9680138851,"","Luxembourg","N","Y"
1941023,377717,145897,"OAKLEY TOURING VENTURE A SCSP",805-8949854816,"","Luxembourg","N","Y"
1941023,377818,145919,"OAKLEY CAPITAL GUINNESS B2 SCSP",805-6286863521,"","Luxembourg","N","Y"
1941023,377818,145921,"OAKLEY CAPITAL GUINNESS V-C SCSP",805-9637219138,"","Luxembourg","N","Y"
1941023,232198,145894,"OAKLEY CAPITAL IV-C SCSP",805-7808040564,"","Luxembourg","N","Y"
1941023,377818,145917,"OAKLEY CAPITAL GUINNESS A SCSP",805-4428255504,"","Luxembourg","N","Y"
1941023,477314,151473,"OAKLEY CAPITAL VI-A SCSP",805-7139811385,"","Luxembourg","N","Y"
1964866,309711,141602,"LATTICE II (BVI) L.P.",805-9324843875,"","British Virgin Islands","N","Y"
1964866,478185,151592,"LATTICE III (BVI) L.P.",805-3682346423,"","British Virgin Islands","N","Y"
1954630,190808,121018,"CORRIENTE PARTNERS II, LP",805-7892347802,"Delaware","United States","N","Y"
1954630,190808,120987,"CORRIENTE OFFSHORE PARTNERS II, LTD.",805-8073044567,"","Cayman Islands","N","Y"
1966549,60954,46425,"FFAV, LLC",805-5384335518,"Delaware","United States","Y","N"
1968075,480325,151853,"HS GROUP SPONSOR FUND III LTD.",805-4805653735,"","Cayman Islands","N","Y"
1931258,366230,144543,"HARA GLOBAL CAPITAL FUND I LP",805-7747817428,"Delaware","United States","N","Y"
1931258,313507,141812,"NEW WAVE FUND LIMITED",805-6957225446,"","Cayman Islands","N","Y"
1931258,313506,141811,"WEST 4 CAPITAL FUND LIMITED",805-7303637657,"","Cayman Islands","N","Y"
1931258,313505,141810,"ALL AFRICA CAYMAN FEEDER LTD",805-9185304925,"","Cayman Islands","N","Y"
1931258,313508,141813,"GENAVEST FUND LIMITED",805-5043274461,"","Cayman Islands","N","Y"
1931258,313505,141809,"ALL AFRICA DELAWARE FEEDER LP",805-4973802199,"Delaware","United States","N","Y"
1931258,317422,142369,"BLACK CHORDS FUND LIMITED",805-7782335156,"","Cayman Islands","N","Y"
1931258,317422,142370,"BLACK CHORDS FUND LP",805-4611655050,"Delaware","United States","N","Y"
1931258,476779,151361,"QUANTUM QB FUND LIMITED",805-6429000789,"","Cayman Islands","N","Y"
1970011,297137,139369,"CHAPFORD CREDIT OPPORTUNITIES CORP.",805-2582856571,"","Cayman Islands","Y","N"
1965218,285041,137804,"BOYU CAPITAL GROWTH FUND I, L.P.",805-9216501537,"","Cayman Islands","Y","Y"
1965218,284874,137803,"BOYU CAPITAL FUND V, L.P.",805-2282413336,"","Cayman Islands","Y","Y"
1968053,359440,146107,"VISION PLUS CAPITAL GROWTH FUND II, L.P.",805-5773432692,"","Cayman Islands","Y","Y"
1971179,246751,151677,"ENVISION INDIA FUND LP",805-2491579503,"Delaware","United States","N","Y"
1948223,422319,147166,"FOREWORD CAPITAL OFFSHORE FUND, LP",805-2067901755,"","Cayman Islands","N","Y"
1948223,422319,147167,"FOREWORD CAPITAL ONSHORE FUND, LP",805-4505919632,"Delaware","United States","N","Y"
1949291,180934,152032,"AVANDA ASIA VANTAGE FUND",805-3574765668,"","Cayman Islands","N","Y"
1949291,180935,152033,"AVANDA GLOBAL MULTI-ASSET FUND",805-5604634871,"","Cayman Islands","N","Y"
1967091,239617,131927,"GAOCHENG FEEDER FUND I, L.P.",805-5201415117,"","Cayman Islands","N","Y"
1967091,314991,142124,"GAOCHENG FEEDER FUND II, L.P.",805-6165642898,"","Cayman Islands","N","Y"
1967091,314991,142125,"GAOCHENG INCENTIVE FUND II, L.P.",805-9049959033,"","Cayman Islands","N","Y"
1944531,270525,136277,"ATALO CAPITAL OFFSHORE FUND LTD.",805-8828933065,"","Cayman Islands","N","Y"
1944531,270525,136278,"ATALO CAPITAL ONSHORE FUND LP",805-6927428954,"Delaware","United States","N","Y"
1952058,204571,124051,"MMA PAN ASIA OFFSHORE FUND I, LTD",805-2625837020,"","Cayman Islands","N","Y"
1961724,320428,142792,"RS7 CONTINUATION FUND PV, L.P.",805-5121563287,"Delaware","United States","Y","N"
1957251,366840,144619,"MEDIT CAPITAL ONSHORE FUND LP",805-2242168820,"Delaware","United States","N","Y"
1957251,366840,144620,"MEDIT CAPITAL OFFSHORE FUND LTD",805-9512231451,"","Cayman Islands","N","Y"
1964338,36142,6699,"GALLEON SPECIAL OPPORTUNITIES PARTNERS, LP (GALLEON ASIA CROSSOVER PORTFOLIO)",805-7564842104,"Delaware","United States","N","Y"
