"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","Legal Entity Identifier"
1999342,227186,"PERSHING LLC","PERSHING LLC","JERSEY CITY","New Jersey","United States","N","8-17574",
1999342,281955,"PERSHING LLC","PERSHING LLC","JERSEY CITY","New Jersey","United States","N","8-17574",
1989160,487705,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,454354,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,454353,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,269950,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,269939,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,355162,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,370576,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1989160,487704,"SILICON VALLEY BRIDGE BANK, N.A.","SILICON VALLEY BRIDGE BANK, N.A.","SANTA CLARA","California","United States","N","",0K2D5AK28E3O5CC06E35
1993528,54421,"MORGAN STANLEY & CO INTERNATIONAL PLC","MORGAN STANLEY & CO INTERNATIONAL PLC","LONDON","","United Kingdom","N","",
1993528,54421,"GOLDMAN SACHS INTERNATIONAL","GOLDMAN SACHS INTERNATIONAL","LONDON","","United Kingdom","N","",
1993528,54421,"UBS AG","UBS AG","LONDON","","United Kingdom","N","",
1993528,54421,"JP MORGAN SECURITIES LLC","JP MORGAN SECURITIES LLC","LONDON","","United Kingdom","N","",
1997283,246251,"JP MORGAN CHASE BANK","JP MORGAN CHASE BANK","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,246247,"JP MORGAN CHASE BANK","JP MORGAN CHASE BANK","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,362898,"JP MORGAN","JP MORGAN","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,426185,"JP MORGAN CHASE BANK","JP MORGAN CHASE BANK","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,480994,"PNC BANK, N.A.","PNC BANK, N.A.","PITTSBURGH","Pennsylvania","United States","N","",AD6GFRVSDT01YPT1CS68
1997283,426184,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","COLUMBIA","New York","United States","N","",2549001YYB62BVMSAO13
1997283,362898,"BLACKROCK INC.","BLACKROCK","NEW YORK","New York","United States","N","",549300LRIF3NWCU26A80
1997283,246263,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1997283,414129,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1997283,482004,"PNC BANK, N.A.","PNC BANK, N.A.","PITTSBURGH","Pennsylvania","United States","N","",AD6GFRVSDT01YPT1CS68
1997283,256844,"JP MORGAN CHASE BANK","JP MORGAN CHASE BANK","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,246263,"DEUTSCHE BANK TRUST COMPANY OF AMERICA","DEUTSCHE BANK","NEW YORK","New York","United States","N","",
1997283,262795,"JP MORGAN","JP MORGAN","NEW YORK","New York","United States","N","",984500653R409CC5AB28
1997283,482004,"BLACKROCK INC.","BLACKROCK INC.","NEW YORK","New York","United States","N","",549300LRIF3NWCU26A80
1997283,244774,"PNC BANK, N.A.","PNC BANK, N.A.","PITTSBURGH","Pennsylvania","United States","N","",AD6GFRVSDT01YPT1CS68
1997283,244774,"BLACKROCK INC.","BLACKROCK INC.","NEW  YORK","New York","United States","N","",549300LRIF3NWCU26A80
1997283,246268,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1997283,246396,"BLACKROCK INC.","BLACKROCK","NEW YORK","New York","United States","N","",549300LRIF3NWCU26A80
1997283,246396,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","NEW YORK","New York","United States","N","8-7221",
1997283,246396,"PNC BANK, N.A.","PNC BANK, N.A.","PITTSBURGH","Pennsylvania","United States","N","",AD6GFRVSDT01YPT1CS68
1997283,246270,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
