"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1936122,326574,"RENEWABLE ENERGY ASSETCO, L.L.C.","RENEWABLE ENERGY ASSETCO, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1936122,122692,"D. E. SHAW MULTI-ASSET MANAGER GP, L.L.C.","D. E. SHAW MULTI-ASSET MANAGER GP, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,348147,"D. E. SHAW MANAGER II, L.L.C.","D. E. SHAW MANAGER II, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,348146,"D. E. SHAW ESC MANAGER, L.L.C.","D. E. SHAW ESC MANAGER, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,326581,"RENEWABLE ENERGY ASSETCO SIDECAR MANAGER, L.L.C.","RENEWABLE ENERGY ASSETCO SIDECAR MANAGER, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1936122,153019,"D. E. SHAW ALL COUNTRY GLOBAL ALPHA PLUS SPECIAL FUND GP, L.L.C.","D. E. SHAW ALL COUNTRY GLOBAL ALPHA PLUS SPECIAL FUND GP, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,326577,"RENEWABLE ENERGY ASSETCO II MANAGER, L.L.C.","RENEWABLE ENERGY ASSETCO II MANAGER, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1936122,194540,"D. E. SHAW ALKALI GENERAL PARTNER III, L.L.C.","D. E. SHAW ALKALI GENERAL PARTNER III, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,122579,"D. E. SHAW COMPOSITE MANAGER, L.L.C.","D. E. SHAW COMPOSITE MANAGER, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,122697,"D. E. SHAW TERRELLA FUND GP, L.L.C.","D. E. SHAW TERRELLA FUND GP, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,237720,"D. E. SHAW ALL COUNTRY GLOBAL ALPHA EXTENSION CUSTOM FUND GP, L.L.C.","D. E. SHAW ALL COUNTRY GLOBAL ALPHA EXTENSION CUSTOM FUND GP, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,246905,"D. E. SHAW ALKALI GENERAL PARTNER IV, L.L.C.","D. E. SHAW ALKALI GENERAL PARTNER IV, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,161291,"D. E. SHAW ALKALI GENERAL PARTNER II, L.L.C.","D. E. SHAW ALKALI GENERAL PARTNER II, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,326579,"RENEWABLE ENERGY ASSETCO III MANAGER, L.L.C.","RENEWABLE ENERGY ASSETCO III MANAGER, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1936122,348145,"D. E. SHAW CEOF GP, L.L.C.","D. E. SHAW CEOF GP, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,354997,"D. E. SHAW ALKALI GENERAL PARTNER VI, L.L.C.","D. E. SHAW ALKALI GENERAL PARTNER VI, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,348143,"D. E. SHAW MANAGER III, L.L.C.","D. E. SHAW MANAGER III, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,354996,"D. E. SHAW ALKALI MANAGER VI, L.L.C.","D. E. SHAW ALKALI MANAGER VI, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,372546,"D. E. SHAW ALKALI HOLDINGS VI, L.L.C.","D. E. SHAW ALKALI HOLDINGS VI, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,326578,"RENEWABLE ENERGY ASSETCO III, L.L.C.","RENEWABLE ENERGY ASSETCO III, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1936122,122543,"D. E. SHAW RE (BERMUDA), LTD.","D. E. SHAW RE (BERMUDA), LTD.","",,"","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","","","","","","","","N","","","Y","Y","N"
1936122,125692,"D. E. SHAW & CO. (BERMUDA), LTD.","D. E. SHAW & CO. (BERMUDA), LTD.","",,"","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","","","","","","","","N","","","Y","Y","N"
1936122,241109,"D. E. SHAW HELIANT MANAGER, L.L.C.","D. E. SHAW HELIANT MANAGER, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,122694,"D. E. SHAW MULTI-ASSET MANAGER, L.L.C.","D. E. SHAW MULTI-ASSET MANAGER, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,132954,"D. E. SHAW INVESTMENT MANAGEMENT OFFSHORE GP, L.L.C.","D. E. SHAW INVESTMENT MANAGEMENT OFFSHORE GP, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,186759,"D. E. SHAW VALENCE INTERNATIONAL FUND GP, L.L.C.","D. E. SHAW VALENCE INTERNATIONAL FUND GP, L.L.C.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936122,113497,"D.E. SHAW SECURITIES, L.L.C.","D.E. SHAW SECURITIES, L.L.C.","8-40745",24332,"","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","","","","","","","","N","","","Y","Y","Y"
