"FilingID","Country/Authority"
1995030,"United Kingdom - Financial Conduct Authority"
1996832,"United Kingdom - Financial Conduct Authority"
1999646,"Japan - Financial Services Agency"
1996340,"Canada - Ontario Securities Commission"
1996340,"United Kingdom - Financial Conduct Authority"
1988527,"India - Securities and Exchange Board of India"
1999111,"India - Securities and Exchange Board of India"
1996833,"India - Securities and Exchange Board of India"
1996833,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY"
1997208,"Sweden - Swedish Financial Supervisory Authority"
1995469,"Other: CVM - COMISSÃO DE VALORES MOBILIÁRIOS"
1995469,"Other: ANBIMA - ASSOCIAÇÃO BRASILEIRA DAS ENTIDADES DOS MERCADOS FINANCEIRO E DE CAPITAIS"
1995469,"Other: B3 BOVESPA - BOLSA DE VALORES DE SÃO PAULO"
1997272,"Hong Kong - Securities and Futures Commission"
1997272,"Cayman Islands - Cayman Islands Monetary Authority"
1983709,"Japan - Financial Services Agency"
1993469,"United Kingdom - Financial Conduct Authority"
1983709,"Other: KANTO FINANCIAL BUREAU"
1983709,"Singapore - Monetary Authority of Singapore"
1990404,"Mauritius, Republic of - Financial Services Commission"
1992720,"Hong Kong - Securities and Futures Commission"
1993563,"United Kingdom - Financial Conduct Authority"
1989808,"Hong Kong - Securities and Futures Commission"
1999021,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1996365,"United Kingdom - Financial Conduct Authority"
1984434,"Mauritius, Republic of - Financial Services Commission"
1997493,"United Kingdom - Financial Conduct Authority"
1991820,"United Kingdom - Financial Conduct Authority"
1998604,"United Kingdom - Financial Conduct Authority"
1994992,"Jersey - Jersey Financial Services Commission"
1994992,"Guernsey - Guernsey Financial Services Commission"
1994992,"South Africa - Financial Services Board"
1994992,"Isle of Man - Financial Supervision Commission"
1987299,"Japan - Financial Services Agency"
1997777,"United Kingdom - Financial Conduct Authority"
1997777,"Cayman Islands - Cayman Islands Monetary Authority"
1992723,"United Kingdom - Financial Conduct Authority"
1993922,"United Kingdom - Financial Conduct Authority"
1996204,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY, GIFT CITY, INDIA"
1998048,"United Kingdom - Financial Conduct Authority"
1998251,"United Kingdom - Financial Conduct Authority"
1996848,"United Kingdom - Financial Conduct Authority"
1994402,"Guernsey - Guernsey Financial Services Commission"
1998115,"United Kingdom - Financial Conduct Authority"
1997700,"United Kingdom - Financial Conduct Authority"
1987940,"Mauritius, Republic of - Financial Services Commission"
1989898,"United Kingdom - Financial Conduct Authority"
1998086,"United Kingdom - Financial Conduct Authority"
1997588,"United Kingdom - Financial Conduct Authority"
1998632,"United Kingdom - Financial Conduct Authority"
1999798,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1999716,"United Kingdom - Financial Conduct Authority"
1997257,"United Kingdom - Financial Conduct Authority"
1993452,"Singapore - Monetary Authority of Singapore"
1993452,"Australia - Australian Securities and Investments Commission"
1995009,"United Kingdom - Financial Conduct Authority"
1998931,"United Kingdom - Financial Conduct Authority"
1999541,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1994143,"United Kingdom - Financial Conduct Authority"
1999566,"United Kingdom - Financial Conduct Authority"
1998123,"United Kingdom - Financial Conduct Authority"
1997181,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000447,"United Kingdom - Financial Conduct Authority"
2000148,"United Kingdom - Financial Conduct Authority"
1989923,"United Kingdom - Financial Conduct Authority"
2000383,"United Kingdom - Financial Conduct Authority"
2000161,"India - Securities and Exchange Board of India"
1987936,"Switzerland - Swiss Financial Market Supervisory Authority"
1996208,"Cayman Islands - Cayman Islands Monetary Authority"
1981468,"Hong Kong - Securities and Futures Commission"
1995684,"United Kingdom - Financial Conduct Authority"
1996530,"United Kingdom - Financial Conduct Authority"
1992888,"Germany - German Federal Financial Supervisory Agency"
1963424,"Singapore - Monetary Authority of Singapore"
1993014,"Cayman Islands - Cayman Islands Monetary Authority"
1993931,"United Kingdom - Financial Conduct Authority"
1986529,"United Kingdom - Financial Conduct Authority"
1982178,"United Kingdom - Financial Conduct Authority"
1995319,"Singapore - Monetary Authority of Singapore"
1994646,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1995645,"Hong Kong - Securities and Futures Commission"
1997449,"Japan - Financial Services Agency"
1997449,"Other: KANTO LOCAL FINANCE BUREAU"
1996609,"Australia - Australian Securities and Investments Commission"
1997327,"Spain - National Commission of Securities Markets"
1955715,"United Kingdom - Financial Conduct Authority"
1999316,"Guernsey - Guernsey Financial Services Commission"
1999274,"United Kingdom - Financial Conduct Authority"
1995015,"Japan - Financial Services Agency"
1991766,"United Kingdom - Financial Conduct Authority"
1995798,"Dubai - Dubai Financial Services Authority"
1987161,"India - Securities and Exchange Board of India"
1987031,"United Kingdom - Financial Conduct Authority"
1996514,"United Kingdom - Financial Conduct Authority"
1998945,"United Kingdom - Financial Conduct Authority"
1999219,"Cayman Islands - Cayman Islands Monetary Authority"
1997639,"United Kingdom - Financial Conduct Authority"
1998359,"Japan - Financial Services Agency"
2000174,"Mauritius, Republic of - Financial Services Commission"
1999832,"India - Securities and Exchange Board of India"
1999508,"United Kingdom - Financial Conduct Authority"
1993918,"Australia - Australian Securities and Investments Commission"
1993057,"United Kingdom - Financial Conduct Authority"
1989563,"United Kingdom - Financial Conduct Authority"
1989563,"Guernsey - Guernsey Financial Services Commission"
1999671,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2000435,"Guernsey - Guernsey Financial Services Commission"
1999349,"United Kingdom - Financial Conduct Authority"
1998093,"United Kingdom - Financial Conduct Authority"
1998093,"Other: UNITED ARAB EMIRATES - ABU DHABI GLOBAL MARKET FINANCIAL SERVICES REGULATORY AUTHORITY"
1995639,"Singapore - Monetary Authority of Singapore"
1995639,"India - Securities and Exchange Board of India"
1991684,"United Kingdom - Financial Conduct Authority"
1988777,"United Kingdom - Financial Conduct Authority"
1994447,"Guernsey - Guernsey Financial Services Commission"
1998895,"United Kingdom - Financial Conduct Authority"
2000443,"Guernsey - Guernsey Financial Services Commission"
1997402,"Australia - Australian Securities and Investments Commission"
1995859,"Singapore - Monetary Authority of Singapore"
1993588,"Denmark - Danish Financial Supervisory Authority"
1991744,"Switzerland - Swiss Financial Market Supervisory Authority"
1992433,"United Kingdom - Financial Conduct Authority"
1999645,"Guernsey - Guernsey Financial Services Commission"
2000453,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY, INDIA"
1984435,"Mauritius, Republic of - Financial Services Commission"
1999547,"United Kingdom - Financial Conduct Authority"
1997836,"United Kingdom - Financial Conduct Authority"
1997644,"India - Securities and Exchange Board of India"
1997254,"United Kingdom - Financial Conduct Authority"
1999584,"United Kingdom - Financial Conduct Authority"
1998320,"Other: UNITED ARAB EMIRATES (DIFC) - THE DUBAI FINANCIAL SERVICES AUTHORITY (DFSA)"
1998793,"Guernsey - Guernsey Financial Services Commission"
1999925,"United Kingdom - Financial Conduct Authority"
2000582,"Brazil - Securities and Exchange Commission"
2000619,"Brazil - Securities and Exchange Commission"
2000704,"United Kingdom - Financial Conduct Authority"
1993936,"United Kingdom - Financial Conduct Authority"
1997917,"India - Securities and Exchange Board of India"
1995366,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1993924,"Jersey - Jersey Financial Services Commission"
1996851,"United Kingdom - Financial Conduct Authority"
1998306,"Switzerland - Swiss Financial Market Supervisory Authority"
1998315,"Hong Kong - Securities and Futures Commission"
1993710,"Other: INDIA - INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY"
1993710,"India - Securities and Exchange Board of India"
1997660,"United Kingdom - Financial Conduct Authority"
1997778,"Other: MONACO - COMMISSION DE CONTRÔLE DES ACTIVITÉS FINANCIERES"
1996244,"United Kingdom - Financial Conduct Authority"
1995123,"United Kingdom - Financial Conduct Authority"
1997480,"India - Securities and Exchange Board of India"
2000533,"United Kingdom - Financial Conduct Authority"
2000199,"Singapore - Monetary Authority of Singapore"
1999266,"Mauritius, Republic of - Financial Services Commission"
1999549,"United Kingdom - Financial Conduct Authority"
2000261,"United Kingdom - Financial Conduct Authority"
1995328,"United Kingdom - Financial Conduct Authority"
1998295,"United Kingdom - Financial Conduct Authority"
1998894,"Japan - Financial Services Agency"
1995255,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1995930,"Germany - German Federal Financial Supervisory Agency"
1990400,"United Kingdom - Financial Conduct Authority"
1996203,"Singapore - Monetary Authority of Singapore"
1996825,"Hong Kong - Securities and Futures Commission"
1995660,"United Kingdom - Financial Conduct Authority"
1996898,"Other: GIFT MULTISERVICES SPECIAL ECONOMIC ZONE"
1996898,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY"
1997812,"United Kingdom - Financial Conduct Authority"
1987921,"United Kingdom - Financial Conduct Authority"
1997754,"Cayman Islands - Cayman Islands Monetary Authority"
1997689,"United Kingdom - Financial Conduct Authority"
1997689,"Other: AGDM - FINANCIAL SERVICES REGULATORY AUTHORITY"
1993928,"Ireland -  Central Bank of Ireland"
1988545,"United Kingdom - Financial Conduct Authority"
1988545,"South Africa - Financial Services Board"
1998279,"Australia - Australian Securities and Investments Commission"
1998811,"United Kingdom - Financial Conduct Authority"
1998811,"India - Securities and Exchange Board of India"
1987614,"United Kingdom - Financial Conduct Authority"
1997534,"United Kingdom - Financial Conduct Authority"
1999015,"United Kingdom - Financial Conduct Authority"
1999013,"United Kingdom - Financial Conduct Authority"
1994594,"United Kingdom - Financial Conduct Authority"
1997073,"United Kingdom - Financial Conduct Authority"
1997073,"Netherlands - The Netherlands Authority for the Financial Markets"
1997540,"United Kingdom - Financial Conduct Authority"
1997255,"United Kingdom - Financial Conduct Authority"
1998813,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES SERVICE, NEWFOUNDLAND AND LABRADOR"
1998813,"Other: FINANCIAL AND CONSUMER AFFAIRS AUTHORITY OF SASKATCHEWAN"
1998813,"Other: FINANCIAL AND CONSUMER SERVICES COMMISSION, NEW BRUNSWICK"
1998813,"Canada - Alberta Securities Commission"
1998813,"Canada - Nova Scotia Securities Commission"
1998813,"Canada - British Columbia Securities Commission"
1998813,"Canada - Ontario Securities Commission"
1998813,"Canada - Manitoba Securities Commission"
1998813,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES, NORTHWEST TERRITORIES"
1998813,"Other: NUNAVUT SECURITIES OFFICE"
1998813,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES, PRINCE EDWARD ISLAND"
1998813,"Other: OFFICE OF THE YUKON SUPERINTENDENT OF SECURITIES"
1998813,"Other: AUTORITIE DES MARCHES FINANCIERS"
1998717,"United Kingdom - Financial Conduct Authority"
1998717,"Other: UNITED ARAB EMIRATES - ABU DHABI GLOBAL MARKET FINANCIAL SERVICES REGULATORY AUTHORITY"
1997387,"Australia - Australian Securities and Investments Commission"
1995630,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY, INDIA"
1987270,"United Kingdom - Financial Conduct Authority"
1998685,"Ireland -  Central Bank of Ireland"
1998685,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1995648,"United Kingdom - Financial Conduct Authority"
1998678,"United Kingdom - Financial Conduct Authority"
1997169,"United Kingdom - Financial Conduct Authority"
1995705,"United Kingdom - Financial Conduct Authority"
1996024,"Jersey - Jersey Financial Services Commission"
1998014,"India - Securities and Exchange Board of India"
2000434,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRE AUTHORITY, GIFT-IFSC, INDIA"
1996319,"United Kingdom - Financial Conduct Authority"
1996024,"Switzerland - Swiss Financial Market Supervisory Authority"
1996024,"Other: ADGM - FINANCIAL SERVICES REGULATORY AUTHORITY"
1996024,"Dubai - Dubai Financial Services Authority"
1993553,"United Kingdom - Financial Conduct Authority"
2000157,"United Kingdom - Financial Conduct Authority"
1997996,"United Kingdom - Financial Conduct Authority"
1998619,"United Kingdom - Financial Conduct Authority"
1993622,"United Kingdom - Financial Conduct Authority"
1995931,"Japan - Financial Services Agency"
1995737,"United Kingdom - Financial Conduct Authority"
1997734,"Switzerland - Swiss Financial Market Supervisory Authority"
1997213,"United Kingdom - Financial Conduct Authority"
1997811,"United Kingdom - Financial Conduct Authority"
1999910,"Mauritius, Republic of - Financial Services Commission"
1999910,"Other: CENTRAL BANK OF UAE"
1998788,"United Kingdom - Financial Conduct Authority"
1996584,"United Kingdom - Financial Conduct Authority"
1998652,"United Kingdom - Financial Conduct Authority"
1997536,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1997530,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1997512,"United Kingdom - Financial Conduct Authority"
1999990,"Cayman Islands - Cayman Islands Monetary Authority"
1999990,"Canada - Ontario Securities Commission"
1993934,"United Kingdom - Financial Conduct Authority"
1996835,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1991827,"United Kingdom - Financial Conduct Authority"
1965270,"India - Securities and Exchange Board of India"
1995211,"United Kingdom - Financial Conduct Authority"
1997067,"Cayman Islands - Cayman Islands Monetary Authority"
1996965,"United Kingdom - Financial Conduct Authority"
1997465,"Hong Kong - Securities and Futures Commission"
1997467,"Singapore - Monetary Authority of Singapore"
1996513,"United Kingdom - Financial Conduct Authority"
1993060,"Australia - Australian Securities and Investments Commission"
1994373,"Australia - Australian Securities and Investments Commission"
1997455,"Hong Kong - Securities and Futures Commission"
1989184,"Hong Kong - Securities and Futures Commission"
1986937,"Japan - Financial Services Agency"
1996580,"United Kingdom - Financial Conduct Authority"
1994372,"Hong Kong - Securities and Futures Commission"
2000149,"United Kingdom - Financial Conduct Authority"
1999560,"Guernsey - Guernsey Financial Services Commission"
1999544,"United Kingdom - Financial Conduct Authority"
2000163,"Netherlands - The Netherlands Authority for the Financial Markets"
1996205,"Cayman Islands - Cayman Islands Monetary Authority"
2000158,"Mauritius, Republic of - Financial Services Commission"
1999537,"United Kingdom - Financial Conduct Authority"
1996522,"Singapore - Monetary Authority of Singapore"
1995365,"Other: UNITED ARAB EMIRATES - FINANCIAL SERVICES REGULATORY AUTHORITY"
1992129,"United Kingdom - Financial Conduct Authority"
1988026,"United Kingdom - Financial Conduct Authority"
1988439,"United Kingdom - Financial Conduct Authority"
2000379,"United Kingdom - Financial Conduct Authority"
1998508,"Bermuda - Bermuda Monetary Authority"
1990399,"Hong Kong - Securities and Futures Commission"
1999225,"Japan - Financial Services Agency"
1994542,"India - Securities and Exchange Board of India"
2000444,"Guernsey - Guernsey Financial Services Commission"
1998898,"Mauritius, Republic of - Financial Services Commission"
1974935,"Guernsey - Guernsey Financial Services Commission"
2000803,"United Kingdom - Financial Conduct Authority"
1989841,"United Kingdom - Financial Conduct Authority"
1995325,"Singapore - Monetary Authority of Singapore"
1995267,"United Kingdom - Financial Conduct Authority"
1998612,"India - Securities and Exchange Board of India"
1998605,"Mauritius, Republic of - Financial Services Commission"
1995259,"United Kingdom - Financial Conduct Authority"
1997764,"United Kingdom - Financial Conduct Authority"
1996692,"United Kingdom - Financial Conduct Authority"
1995380,"Mauritius, Republic of - Financial Services Commission"
1995646,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1995321,"Singapore - Monetary Authority of Singapore"
1992431,"United Kingdom - Financial Conduct Authority"
1993937,"Singapore - Monetary Authority of Singapore"
1996892,"Mauritius, Republic of - Financial Services Commission"
1935230,"United Kingdom - Financial Conduct Authority"
1990409,"United Kingdom - Financial Conduct Authority"
1996591,"United Kingdom - Financial Conduct Authority"
1997013,"United Kingdom - Financial Conduct Authority"
1998029,"Other: CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1993100,"United Kingdom - Financial Conduct Authority"
1994118,"Ireland -  Central Bank of Ireland"
1994118,"United Kingdom - Financial Conduct Authority"
1994118,"Germany - German Federal Financial Supervisory Agency"
1994118,"Finland - Financial Supervision Authority"
1994118,"Norway - The Banking, Insurance and Securities Commission"
1994118,"Sweden - Swedish Financial Supervisory Authority"
1994118,"Denmark - Danish Financial Supervisory Authority"
1994118,"Netherlands - The Netherlands Authority for the Financial Markets"
1988307,"United Kingdom - Financial Conduct Authority"
1988761,"Hong Kong - Securities and Futures Commission"
1997516,"United Kingdom - Financial Conduct Authority"
1998430,"United Kingdom - Financial Conduct Authority"
1997570,"United Kingdom - Financial Conduct Authority"
1997570,"Sweden - Swedish Financial Supervisory Authority"
1997570,"Netherlands - The Netherlands Authority for the Financial Markets"
1996920,"Australia - Australian Securities and Investments Commission"
1993573,"United Kingdom - Financial Conduct Authority"
1996565,"United Kingdom - Financial Conduct Authority"
