"FilingID","Representation 1","Representation 2"
1996452,"Y","Y"
1998268,"Y","Y"
1995342,"Y","Y"
1999120,"Y","Y"
1999171,"Y","Y"
1998743,"Y","Y"
1996451,"Y","Y"
1998265,"Y","Y"
1994498,"Y","Y"
2000212,"Y","Y"
1997975,"Y","Y"
1999422,"Y","Y"
1987347,"Y","Y"
1998180,"Y","Y"
1997710,"Y","Y"
1998276,"Y","Y"
2000256,"Y","Y"
1998996,"Y","Y"
1994735,"Y","Y"
1995916,"Y","Y"
1999575,"Y","Y"
1999621,"Y","Y"
1999588,"Y","Y"
1999636,"Y","Y"
1986058,"Y","Y"
1984282,"Y","Y"
1995892,"Y","Y"
1995957,"Y","Y"
1952269,"Y","Y"
1996307,"Y","Y"
1996395,"Y","Y"
1996423,"Y","Y"
1997696,"Y","Y"
1992277,"Y","Y"
1999987,"Y","Y"
2000059,"Y","Y"
1995238,"Y","Y"
1997175,"Y","Y"
1997397,"Y","Y"
1998374,"Y","Y"
1998855,"Y","Y"
1999257,"Y","Y"
1995795,"Y","Y"
1995580,"Y","Y"
1981979,"Y","Y"
1998872,"Y","Y"
1988012,"Y","Y"
1996388,"Y","Y"
1997801,"Y","Y"
1997834,"Y","Y"
1997969,"Y","Y"
1997968,"Y","Y"
1993309,"Y","Y"
1993294,"Y","Y"
1993175,"Y","Y"
1993488,"Y","Y"
1993539,"Y","Y"
1995289,"Y","Y"
1999570,"Y","Y"
1999620,"Y","Y"
1999615,"Y","Y"
2000034,"Y","Y"
1997910,"Y","Y"
2000072,"Y","Y"
2000075,"Y","Y"
2000177,"Y","Y"
2000113,"Y","Y"
1987444,"Y","Y"
1993894,"Y","Y"
1996343,"Y","Y"
1997492,"Y","Y"
1998336,"Y","Y"
1998729,"Y","Y"
1995863,"Y","Y"
1995652,"Y","Y"
1999510,"Y","Y"
1996165,"Y","Y"
1999578,"Y","Y"
1995374,"Y","Y"
1990149,"Y","Y"
1980403,"Y","Y"
1995605,"Y","Y"
1997684,"Y","Y"
1997147,"Y","Y"
1997027,"Y","Y"
1997199,"Y","Y"
1996505,"Y","Y"
2000054,"Y","Y"
2000538,"Y","Y"
1998252,"Y","Y"
2000542,"Y","Y"
2000197,"Y","Y"
1995260,"Y","Y"
1996394,"Y","Y"
1996288,"Y","Y"
2000029,"Y","Y"
2000916,"Y","Y"
2000994,"Y","Y"
2001006,"Y","Y"
2000588,"Y","Y"
1993049,"Y","Y"
1996399,"Y","Y"
1996467,"Y","Y"
1996164,"Y","Y"
1997152,"Y","Y"
1997804,"Y","Y"
1989319,"Y","Y"
1978245,"Y","Y"
1999096,"Y","Y"
1999143,"Y","Y"
1999106,"Y","Y"
1996493,"Y","Y"
1988624,"Y","Y"
2000094,"Y","Y"
2000719,"Y","Y"
1995116,"Y","Y"
1989574,"Y","Y"
1996137,"Y","Y"
1998308,"Y","Y"
1998505,"Y","Y"
1998597,"Y","Y"
1998602,"Y","Y"
1998609,"Y","Y"
2000014,"Y","Y"
1995626,"Y","Y"
1999728,"Y","Y"
1989781,"Y","Y"
1997825,"Y","Y"
1982901,"Y","Y"
1993184,"Y","Y"
1999084,"Y","Y"
1978446,"Y","Y"
1997921,"Y","Y"
1998213,"Y","Y"
1998169,"Y","Y"
1999474,"Y","Y"
2000464,"Y","Y"
1999886,"Y","Y"
1995830,"Y","Y"
1996167,"Y","Y"
1996148,"Y","Y"
1998482,"Y","Y"
2000499,"Y","Y"
2000251,"Y","Y"
2000406,"Y","Y"
1998483,"Y","Y"
1998464,"Y","Y"
1987535,"Y","Y"
1986626,"Y","Y"
1995847,"Y","Y"
