"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1995125,188219,"AUDAX PRIVATE DEBT","801-72999",159458
1995125,215488,"L2 ASSET MANAGEMENT, LLC","801-107084",172688
1975919,439235,"SIGNATUREFD, LLC","801-60393",112758
1975919,439237,"SIGNATUREFD, LLC","801-60393",112758
1975919,439236,"SIGNATUREFD, LLC","801-60393",112758
1975919,313121,"SIGNATUREFD, LLC","801-60393",112758
1975919,376586,"SIGNATUREFD, LLC","801-60393",112758
1995226,304201,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,304197,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,304198,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,304200,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,12740,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,12725,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,12725,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1995226,12725,"CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACT SECTION 210(A)","",
1996455,362513,"OA PRIVATE CAPITAL","801-107115",282516
1996455,246273,"OA PRIVATE CAPITAL","801-107115",282516
1996455,246179,"NEW YORK LIFE INVESTMENT MANAGEMENT LLC","801-57396",109591
1996455,482060,"OA PRIVATE CAPITAL","801-107115",282516
1996685,203634,"TPG OPERATIONS, LLC","",
1996685,189024,"TPG GLOBAL, LLC","",
1996685,189036,"TPG INTERNATIONAL, LLC","",
1996685,189040,"TPG OPERATIONS, LLC","",
1996685,203635,"TPG GLOBAL, LLC","",
1996685,329378,"TPG INTERNATIONAL, LLC","",
1996685,235196,"TPG OPERATIONS, LLC","",
1996685,188840,"TPG INTERNATIONAL, LLC","",
1996685,201379,"TPG GLOBAL, LLC","",
1996685,188838,"TPG GLOBAL, LLC","",
1996685,235196,"TPG GLOBAL, LLC","",
1996685,201381,"TPG GLOBAL, LLC","",
1996685,201382,"TPG INTERNATIONAL, LLC","",
1996685,203635,"TPG INTERNATIONAL, LLC","",
1996685,227076,"TPG OPERATIONS, LLC","",
1996685,218687,"TPG OPERATIONS, LLC","",
1996685,189024,"Y ANALYTICS, PBLLC","",
1996685,235196,"TPG INTERNATIONAL, LLC","",
1996685,203635,"Y ANALYTICS, PBLLC","",
1996685,201386,"TPG GLOBAL, LLC","",
1996685,188840,"Y ANALYTICS, PBLLC","",
1996685,287370,"TPG OPERATIONS, LLC","",
1996685,188841,"Y ANALYTICS, PBLLC","",
1996685,189016,"TPG INTERNATIONAL, LLC","",
1996685,329602,"TPG GLOBAL, LLC","",
1996685,329434,"Y ANALYTICS, PBLLC","",
1996685,329457,"TPG OPERATIONS, LLC","",
1996685,227075,"TPG GLOBAL, LLC","",
1996685,203622,"TPG GLOBAL, LLC","",
1996685,189040,"TPG GLOBAL, LLC","",
1996685,189040,"TPG INTERNATIONAL, LLC","",
1996685,203622,"TPG OPERATIONS, LLC","",
1996685,201383,"TPG OPERATIONS, LLC","",
1996685,189031,"TPG INTERNATIONAL, LLC","",
1996685,320848,"TPG INTERNATIONAL, LLC","",
1996685,320848,"TPG OPERATIONS, LLC","",
1996685,320848,"Y ANALYTICS, PBLLC","",
1996685,329032,"TPG GLOBAL, LLC","",
1996685,329032,"TPG INTERNATIONAL, LLC","",
1996685,329602,"Y ANALYTICS, PBLLC","",
1996685,218015,"TPG INTERNATIONAL, LLC","",
1996685,218015,"TPG OPERATIONS, LLC","",
1996685,188838,"TPG OPERATIONS, LLC","",
1996685,219776,"TPG OPERATIONS, LLC","",
1996685,201390,"TPG OPERATIONS, LLC","",
1996685,189041,"TPG OPERATIONS, LLC","",
1996685,201382,"Y ANALYTICS, PBLLC","",
1996685,218022,"Y ANALYTICS, PBLLC","",
