"FilingID","Reference ID","Full Legal Name","CIK Number"
1992359,11712,"BLUE OWL CAPITAL INC.",1823945
1992359,12176,"BLUE OWL CAPITAL INC.",1823945
1992359,12745,"BLUE OWL CAPITAL INC.",1823945
1992757,1814,"CITIGROUP INC.",831001
1992757,2353,"CITIGROUP INC.",831001
1992757,2356,"CITIGROUP INC.",831001
1998781,4251,"BLACKROCK INC.",1364742
1998781,4252,"BLACKROCK INC.",1364742
1987826,8815,"GALAXY DIGITAL INC.",1859392
1995680,4422,"FRANKLIN RESOURCES, INC.",38777
1995680,4444,"FRANKLIN RESOURCES, INC.",38777
1995680,4447,"FRANKLIN RESOURCES, INC.",38777
1995680,5422,"FRANKLIN RESOURCES, INC.",38777
1995680,9646,"FRANKLIN RESOURCES, INC.",38777
1994798,9720,"BLUE OWL CAPITAL INC.",1823945
1994798,11169,"BLUE OWL CAPITAL INC.",1823945
1994798,11178,"BLUE OWL CAPITAL INC.",1823945
1994798,11756,"BLUE OWL CAPITAL INC.",1823945
1994798,11976,"BLUE OWL CAPITAL INC.",1823945
1998815,12646,"BLACKROCK INC.",2012383
1999777,4401,"MARSH & MCLENNAN COMPANIES, INC.",62709
2001078,4401,"MARSH & MCLENNAN COMPANIES, INC.",62709
