"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
1995125,215488,"WELLS FARGO SECURITIES, LLC","8-65876",126292,"NEW YORK","New York","United States","Y"
1996285,478951,"BNP PARIBAS PRIME BROKERAGE, INC.","8-40490",24962,"NEW YORK","New York","United States","Y"
1995226,189602,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK","New York","United States","Y"
1995226,12725,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1995226,189618,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1995226,189616,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1995226,189602,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1996448,6821,"FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","Y"
1996448,6807,"FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","Y"
1996448,167429,"FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","Y"
1999342,281955,"COWEN PRIME SERVICES LLC","8-68531",153397,"NEW YORK","New York","United States","Y"
1999342,227186,"COWEN PRIME SERVICES LLC","8-68531",153397,"NEW YORK","New York","United States","Y"
1999509,243735,"PERSHING LLC","8-17574",7560,"NEW YORK","New York","United States","Y"
1996242,320538,"UBS AG","",,"LONDON","","United Kingdom","Y"
1996242,320538,"MORGAN STANLEY & CO. LLC","8-15869",8209,"LONDON","","United Kingdom","Y"
1994948,266588,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1994948,266578,"CLEAR STREET LLC","8-69972",288933,"NEW YORK","New York","United States","Y"
1994948,266578,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1994948,266588,"MAREX CAPITAL MARKETS INC.","8-69039",161014,"NEW YORK","New York","United States","Y"
1994948,370000,"MAREX CAPITAL MARKETS INC.","8-69039",161014,"NEW YORK","New York","United States","Y"
1994948,370000,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1993528,54421,"JP MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
1993528,54421,"MORGAN STANLEY & CO INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
1993528,54421,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1993528,54421,"UBS AG","",,"LONDON","","United Kingdom","Y"
1995963,191444,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,235265,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,218155,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,217518,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,217518,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,191444,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,228185,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,228177,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,300375,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,298144,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANC OUVER","","Canada","Y"
1995963,242555,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,298140,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,300375,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,228185,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,218155,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,242555,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995963,298144,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,298140,"CELADON FINANCIAL GROUP LLC","8-47288",36538,"CHATHAM","New Jersey","United States","Y"
1995963,228177,"VENTUM FINANCIAL (US) CORP.","8-65995",127404,"VANCOUVER","","Canada","Y"
1995474,14055,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1995474,14055,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
1995474,14055,"CF SECURED, LLC","8-69863",285841,"NEW YORK","New York","United States","Y"
1995474,14055,"WELLS FARGO SECURITIES, LLC","8-65876",126292,"CHARLOTTE","North Carolina","United States","Y"
1995474,14055,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1995474,14055,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
1995474,14055,"SCOTIA CAPITAL (USA) INC.","8-3716",2739,"NEW YORK","New York","United States","Y"
1995474,14059,"TD SECURITIES","",,"TORONTO","","Canada","Y"
1995474,14055,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1995474,14059,"BMO NESBITT BURNS INC.","",,"TORONTO","","Canada","Y"
1995474,48152,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1995474,48154,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1995474,14055,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1995474,14055,"THE BANK OF NOVA SCOTIA, HOUSTON BRANCH","",,"HOUSTON","Texas","United States","Y"
1995474,14055,"THE BANK OF NOVA SCOTIA","",,"TORONTO","","Canada","Y"
1995474,14055,"CANTOR FITZGERALD & CO.","8-201",134,"NEW YORK","New York","United States","Y"
1995474,14055,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1995474,14055,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
