"FilingID","ReferenceID","CIK"
1980401,270413,1056108
1980401,393817,1505708
1980518,364700,1949246
1980518,364702,1949249
1980518,364703,1949234
1980518,364704,1943082
1983822,370699,890203
1966787,270413,1056108
1966787,393817,1505708
1973482,110444,1317217
1958532,238664,1768192
1976801,352629,2056224
1984440,265691,938772
1984440,265693,1304145
1984440,265695,1304143
1984440,265710,1376503
1984440,265723,1022437
1984440,265726,1179124
1984440,265732,1376501
1982091,233262,102909
1982091,233263,1811242
1982091,233264,1550100
1982091,233265,1680208
1982091,233266,1816749
1982091,351396,1816312
1982091,351423,1114858
1977309,272942,1230440
1977309,272943,71110
1977309,272945,1469000
1976627,211285,1114858
1976627,211286,102909
1976627,211287,1811242
1976627,211288,1680208
1976627,211289,1550100
1976627,301871,1816678
1976627,302300,1816312
1982115,211285,1114858
1982115,211286,102909
1982115,211287,1811242
1982115,211288,1680208
1982115,211289,1550100
1982115,301871,1816678
1982115,302300,1816312
1976657,209880,102909
1976657,209939,1811242
1976657,302071,1680208
1976657,302073,1550100
1976657,351374,1816678
1976657,351382,1816749
1976657,368384,1114858
1976595,233262,102909
1976595,233263,1811242
1976595,233264,1550100
1976595,233265,1680208
1976595,233266,1816749
1976595,351396,1816312
1976595,351423,1114858
1974209,205921,1549572
1976621,378066,1580446
1978308,79688,1505708
1978308,230901,1056108
1978308,230904,1423570
1978308,230905,1309613
1978308,244786,1544935
1978308,258488,1650392
1982123,209880,102909
1982123,209939,1811242
1982123,302071,1680208
1982123,302073,1550100
1982123,351374,1816678
1982123,351382,1816749
1982123,368384,1114858
1974963,113333,1529337
1974963,143934,1599961
1975104,353599,1815644
