"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2008359,171848,"CHARTER PRIVATE CAPITAL MANAGEMENT, LLC","",155417
2012137,273141,"MONOGRAPH CAPITAL ADVISORS (UK), LLP","802-122326",315848
2012137,428414,"MONOGRAPH CAPITAL ADVISORS (UK), LLP","802-122326",315848
2007831,287663,"JAM SPECIAL OPPORTUNITY VENTURES","802-127133",324330
2007831,287720,"JAM SPECIAL OPPORTUNITY VENTURES","802-127133",324330
2007737,304151,"DELPHI VENTURES GENERAL PARTNER, LLC","",
2008784,280536,"BLUE SWELL ASSET MANAGEMENT PRIVATE LIMITED","801-117552",297731
2008784,280536,"CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916",164564
2008784,280536,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,269362,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,269362,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483
2008784,32149,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483
2008784,269362,"CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916",164564
2008784,32066,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,32066,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,32066,"CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916",164564
2008784,32149,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
2008784,32149,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","802-76129",162379
2008784,252188,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,32149,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,32149,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,32149,"CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916",164564
2008784,269363,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,269363,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,269362,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,269363,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483
2008784,32066,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483
2008784,280536,"CAPULA INVESTMENT US LP","801-73189",157589
2008784,252188,"CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365
2008784,280536,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483
2010031,362544,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2010031,396641,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2010031,397306,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2010031,284615,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2010031,436478,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2010031,237419,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
2011437,490760,"KOREA INVESTMENT PARTNER","",
2011437,490761,"KNET INVESTMENT PARTNERS LLC","",
2006452,488126,"ICG ALTERNATIVE INVESTMENT LIMITED","802-106550",277159
2006452,488127,"ICG ALTERNATIVE INVESTMENT LIMITED","802-106550",277159
2006452,488128,"ICG ALTERNATIVE INVESTMENT LIMITED","802-106550",277159
2006452,488125,"ICG ALTERNATIVE INVESTMENT LIMITED","802-106550",277159
2006452,246551,"ICG ALTERNATIVE INVESTMENT LIMITED","802-131216",331768
2006452,488518,"ICG ALTERNATIVE INVESTMENT LIMITED","802-131216",331768
2006452,422090,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,269708,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246519,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246512,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310370,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,364876,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246662,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,228178,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,228147,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,228150,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310378,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246670,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310344,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,364898,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,422095,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,364806,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310338,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246518,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246542,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,364880,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,364883,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246521,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246541,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310472,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,205557,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246509,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310357,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310358,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310354,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246515,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,421710,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,310819,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246522,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246523,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,246540,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2006452,422087,"ICG ALTERNATIVE INVESTMENT LIMITED","",331768
2007992,360058,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,360046,"EMERALD TECHNOLOGY VENTURES AG","802-108357",284858
2007992,360013,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214130,"KENNEDY WILSON EUROPE LIMITED","",
2007992,171622,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214132,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214136,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214136,"KENNEDY WILSON EUROPE LIMITED","",
2007992,214137,"KENNEDY WILSON EUROPE LIMITED","",
2007992,214137,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214123,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214123,"KENNEDY WILSON EUROPE LIMITED","",
2007992,214124,"TMF FUND MANAGEMENT (IRELAND) LIMITED","",
2007992,214124,"KENNEDY WILSON EUROPE LIMITED","",
