FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1924340,"","Y","","","","","","","","",2024
1924353,"","","Y","","","","","","","",
1924360,"","","Y","","","","","","","",
1924403,"","Y","","","","","","","","",2024
1924404,"","","Y","","","","","","","",
1924435,"","Y","","","","","","","","",2024
1924509,"","","","","Y","","","","","",
1924510,"","Y","","","","","","","","",2024
1924630,"","","Y","","","","","","","",
1924642,"","","","","","Y","","","","",2024
1924684,"","Y","","","","","","","","",2024
1924709,"","Y","","","","","","","","",2024
1924742,"","Y","","","","","","","","",2024
1924767,"","Y","","","","","","","","",2024
1924845,"","Y","","","","","","","","",2024
1924880,"","Y","","","","","","","","",2024
1925055,"","","","","","Y","","","","",2024
1925069,"","Y","","","","","","","","",2024
1925099,"","Y","","","","","","","","",2024
1925134,"","","","","","Y","","","","",2024
1925199,"","Y","","","","","","","","",2024
1925201,"","Y","","","","","","","","",2024
1925203,"","Y","","","","","","","","",2024
1925204,"","Y","","","","","","","","",2024
1925224,"","Y","","","","","","","","",2024
1925229,"","Y","","","","","","","","",2024
1925244,"","Y","","","","","","","","",2024
1925300,"","Y","","","","","","","","",2024
1925301,"","Y","","","","","","","","",2024
1925332,"","Y","","","","","","","","",2024
1925380,"","Y","","","","","","","","",2024
1925393,"","Y","","","","","","","","",2024
1925396,"","Y","","","","","","","","",2024
1925401,"","Y","","","","","","","","",2024
1925410,"","","","","","","Y","","","",
1925424,"","Y","","","","","","","","",2024
1925512,"","Y","","","","","","","","",2024
1925517,"","Y","","","","","","","","",2024
1925540,"","Y","","","","","","","","",2024
1925550,"","Y","","","","","","","","",2024
1925558,"","Y","","","","","","","","",2024
1925582,"","Y","","","","","","","","",2024
1925595,"","Y","","","","","","","","",2024
1925597,"","","","","","Y","","","","",2024
1925604,"","","Y","","","","","","","",
1925624,"","Y","","","","","","","","",2024
1925635,"","Y","","","","","","","","",2024
1925666,"","Y","","","","","","","","",2024
1925678,"Y","","","","","","","","","",
1925717,"","Y","","","","","","","","",2024
1925731,"","Y","","","","","","","","",2024
1925746,"","Y","","","","","","","","",2024
1925771,"","Y","","","","","","","","",2024
1925810,"","Y","","","","","","","","",2024
1925834,"","Y","","","","","","","","",2024
1925853,"","","Y","","","","","","","",
1925855,"","Y","","","","","","","","",2024
1925865,"","Y","","","","","","","","",2024
1925879,"","Y","","","","","","","","",2024
1925904,"","","","","Y","","","Y","","",
1925913,"","","Y","","","","","","","",
1925920,"","","","","Y","","","","","",
1925949,"","Y","","","","","","","","",2024
1925991,"","Y","","","","","","","","",2024
1926026,"","Y","","","","","","","","",2024
1926032,"","Y","","","","","","","","",2024
1926041,"","Y","","","","","","","","",2024
1926061,"","Y","","","","","","","","",2024
1926129,"","Y","","","","","","","","",2024
1926140,"","","Y","","","","","","","",
1926153,"","","Y","","","","","","","",
1926159,"","Y","","","","","","","","",2024
1926165,"","","Y","","","","","","","",
1926221,"","","Y","","","","","","","",
1926243,"","Y","","","","","","","","",2024
1926279,"","Y","","","","","","","","",2024
1926281,"Y","","","","","","","","","",
1926336,"","","","","","","","Y","","",
1926348,"","Y","","","","","","","","",2024
1926369,"","Y","","","","","","","","",2024
1926378,"","Y","","","","","","","","",2024
1926416,"","","","","Y","","","Y","","",
1926464,"","Y","","","","","","","","",2024
1926487,"","Y","","","","","","","","",2024
1926491,"","Y","","","","","","","","",2024
1926516,"","","Y","","","","","","","",
1926540,"","Y","","","","","","","","",2024
1926559,"","Y","","","","","","","","",2024
1926566,"","Y","","","","","","","","",2024
1926569,"","Y","","","","","","","","",2024
1926575,"","Y","","","","","","","","",2024
1926613,"Y","","","","","","","","","",
1926625,"","Y","","","","","","","","",2024
1926632,"","Y","","","","","","","","",2024
1926644,"","","Y","","","","","","","",
1926737,"","Y","","","","","","","","",2024
1926738,"","Y","","","","","","","","",2024
1926776,"","Y","","","","","","","","",2024
1926778,"","","Y","","","","","","","",
1926800,"","Y","","","","","","","","",2024
1926810,"","Y","","","","","","","","",2024
1926816,"","Y","","","","","","","","",2024
1926831,"","Y","","","","","","","","",2024
1926833,"","Y","","","","","","","","",2024
1926846,"","Y","","","","","","","","",2024
1926869,"","Y","","","","","","","","",2024
1926873,"","Y","","","","","","","","",2024
1926874,"","Y","","","","","","","","",2024
1926878,"","Y","","","","","","","","",2024
1926889,"","Y","","","","","","","","",2024
1926896,"","Y","","","","","","","","",2024
1926913,"","Y","","","","","","","","",2024
1926914,"","Y","","","","","","","","",2024
1926916,"","Y","","","","","","","","",2024
1926930,"","Y","","","","","","","","",2024
1926987,"","Y","","","","","","","","",2024
1927013,"","Y","","","","","","","","",2024
1927051,"","Y","","","","","","","","",2024
1927054,"","Y","","","","","","","","",2024
1927074,"","","","","","","","Y","","",
1927091,"","Y","","","","","","","","",2024
1927107,"","","","","Y","","","","","",
1927112,"","Y","","","","","","","","",2024
1927140,"","Y","","","","","","","","",2024
1927146,"","","Y","","","","","","","",
1927157,"","","Y","","","","","","","",
1927160,"","Y","","","","","","","","",2024
1927177,"","","","","Y","","","","","",
1927183,"","Y","","","","","","","","",2024
1927216,"","Y","","","","","","","","",2024
1927269,"","Y","","","","","","","","",2024
1927295,"","Y","","","","","","","","",2024
1927308,"","Y","","","","","","","","",2024
1927363,"Y","","","","","","","","","",
1927368,"","Y","","","","","","","","",2024
1927370,"","Y","","","","","","","","",2024
1927380,"","Y","","","","","","","","",2024
1927413,"","Y","","","","","","","","",2024
1927423,"","Y","","","","","","","","",2024
1927432,"","Y","","","","","","","","",2024
1927440,"","","","","Y","","","","","",
1927498,"","Y","","","","","","","","",2024
1927510,"","Y","","","","","","","","",2024
1927598,"","Y","","","","","","","","",2024
1927613,"","Y","","","","","","","","",2024
1927631,"Y","","","","","","","","","",
1927635,"Y","","","","","","","","","",
1927682,"","Y","","","","","","","","",2024
1927698,"","","","","","Y","","","","",2024
1927708,"","Y","","","","","","","","",2024
1927770,"","Y","","","","","","","","",2024
1927775,"","Y","","","","","","","","",2024
1927777,"","Y","","","","","","","","",2024
1927814,"Y","","","","","","","","","Y",
1927817,"","","Y","","","","","","","",
1927828,"","","Y","","","","","","","",
1927843,"Y","","","","","","","","","",
1927852,"","Y","","","","","","","","",2024
1927864,"Y","","","","","","","","","",
1927891,"","Y","","","","","","","","",2024
1927898,"","","Y","","","","","","","",
1927932,"","Y","","","","","","","","",2024
1927934,"","Y","","","","","","","","",2024
1927935,"","Y","","","","","","","","",2024
1927944,"","Y","","","","","","","","",2024
1927959,"","Y","","","","","","","","",2024
1927967,"","Y","","","","","","","","",2024
1927976,"","","Y","","","","","","","",
1927986,"","Y","","","","","","","","",2024
1927987,"","Y","","","","","","","","",2024
1927992,"","Y","","","","","","","","",2024
1928004,"","Y","","","","","","","","",2024
1928063,"","","Y","","","","","","","",
1928080,"","Y","","","","","","","","",2024
1928099,"","Y","","","","","","","","",2024
1928105,"","Y","","","","","","","","",2024
1928114,"","Y","","","","","","","","",2024
1928127,"","Y","","","","","","","","",2024
1928142,"Y","","","","","","","","","",
1928162,"","","","","","","","","","Y",
1928164,"","","Y","","","","","","","",
1928188,"","Y","","","","","","","","",2024
1928205,"","Y","","","","","","","","",2024
1928207,"","Y","","","","","","","","",2024
1928222,"","Y","","","","","","","","",2024
1928228,"","Y","","","","","","","","",2024
1928244,"","Y","","","","","","","","",2024
1928271,"","Y","","","","","","","","",2024
1928296,"","Y","","","","","","","","",2024
1928306,"","Y","","","","","","","","",2024
1928337,"","Y","","","","","","","","",2024
1928347,"","","","","","Y","","","","",2024
1928356,"","Y","","","","","","","","",2024
1928370,"","","Y","","","","","","","",
1928374,"","","Y","","","","","","","",
1928385,"","Y","","","","","","","","",2024
1928407,"","Y","","","","","","","","",2024
1928420,"","","Y","","","","","","","",
1928434,"","Y","","","","","","","","",2024
1928440,"","","Y","","","","","","","",
1928448,"","Y","","","","","","","","",2024
1928461,"","Y","","","","","","","","",2024
1928482,"","Y","","","","","","","","",2024
1928489,"","Y","","","","","","","","",2024
1928507,"","","","","Y","","","","","",
1928510,"","","Y","","","","","","","",
1928512,"","Y","","","","","","","","",2024
1928531,"","Y","","","","","","","","",2024
1928546,"","","","","Y","","","","","",
1928595,"","Y","","","","","","","","",2024
1928600,"Y","","","","","","","","","",
1928607,"","Y","","","","","","","","",2024
1928625,"","Y","","","","","","","","",2024
1928640,"","Y","","","","","","","","",2024
1928645,"","","Y","","","","","","","",
1928648,"","Y","","","","","","","","",2024
1928651,"","Y","","","","","","","","",2024
1928663,"","Y","","","","","","","","",2024
1928674,"","Y","","","","","","","","",2024
1928710,"Y","","","","","","","","","",
1928813,"","","Y","","","","","","","",
1928859,"","Y","","","","","","","","",2024
1928872,"","Y","","","","","","","","",2024
1928949,"Y","","","","","","","","","",
1928972,"","Y","","","","","","","","",2024
1928978,"","Y","","","","","","","","",2024
1929008,"","Y","","","","","","","","",2024
1929014,"","Y","","","","","","","","",2024
1929026,"","","","","","","","","Y","Y",
1929028,"","Y","","","","","","","","",2024
1929036,"","Y","","","","","","","","",2024
1929046,"","Y","","","","","","","","",2024
1929054,"","Y","","","","","","","","",2024
1929068,"","Y","","","","","","","","",2024
1929069,"","Y","","","","","","","","",2024
1929073,"","","","Y","","","","","","",
1929098,"","Y","","","","","","","","",2024
1929099,"","Y","","","","","","","","",2024
1929114,"","Y","","","","","","","","",2024
1929121,"","Y","","","","","","","","",2024
1929127,"","Y","","","","","","","","",2024
1929128,"","Y","","","","","","","","",2024
1929142,"","Y","","","","","","","","",2024
1929153,"","Y","","","","","","","","",2024
1929164,"","","Y","","","","","","","",
1929170,"","Y","","","","","","","","",2024
1929217,"","Y","","","","","","","","",2024
1929220,"","","","","","Y","","","","",2024
1929237,"","Y","","","","","","","","",2024
1929260,"","Y","","","","","","","","",2024
1929274,"","Y","","","","","","","","",2024
1929324,"","Y","","","","","","","","",2024
1929325,"Y","","","","","","","","","",
1929336,"","","Y","","","","","","","",
1929338,"","Y","","","","","","","","",2024
1929363,"","Y","","","","","","","","",2024
1929383,"","Y","","","","","","","","",2024
1929397,"","Y","","","","","","","","",2024
1929401,"","Y","","","","","","","","",2024
1929417,"","","","","","Y","","","","",2024
1929420,"","Y","","","","","","","","",2024
1929491,"","","","","","Y","","","","",2024
1929502,"","Y","","","","","","","","",2024
1929509,"","Y","","","","","","","","",2024
1929512,"","Y","","","","","","","","",2024
1929519,"","Y","","","","","","","","",2024
1929542,"","Y","","","","","","","","",2024
1929548,"","Y","","","","","","","","",2024
1929574,"","Y","","","","","","","","",2024
1929602,"","","Y","","","","","","","",
1929623,"","","","","","Y","","","","",2024
1929625,"Y","","","","","","","","","",
1929650,"Y","","","","","","","","","",
1929675,"","Y","","","","","","","","",2024
1929696,"","Y","","","","","","","","",2024
1929707,"","","","","","Y","","","","",2024
1929757,"Y","","","","","","","","","",
1929781,"","","Y","","","","","","","",
1929803,"","","","","","Y","","","","",2024
1929806,"","Y","","","","","","","","",2024
1929827,"","Y","","","","","","","","",2024
1929828,"","","","","","Y","","","","",2024
1929838,"","Y","","","","","","","","",2024
1929839,"","Y","","","","","","","","",2024
1929856,"","Y","","","","","","","","",2024
1929865,"","Y","","","","","","","","",2024
1929872,"","","Y","","","","","","","",
1929880,"","Y","","","","","","","","",2024
1929893,"","Y","","","","","","","","",2024
1929895,"","Y","","","","","","","","",2024
1929906,"","Y","","","","","","","","",2024
1929908,"","Y","","","","","","","","",2024
1929911,"","Y","","","","","","","","",2024
1929929,"","","","","","Y","","","","",2024
1929944,"","","","","","Y","","","","",2024
1929948,"","","Y","","","","","","","",
1929949,"","Y","","","","","","","","",2024
1929958,"","Y","","","","","","","","",2024
1929983,"","","Y","","","","","","","",
1929996,"","Y","","","","","","","","",2024
1930005,"","Y","","","","","","","","",2024
1930006,"","Y","","","","","","","","",2024
1930016,"","Y","","","","","","","","",2024
1930019,"","Y","","","","","","","","",2024
1930032,"","","","","Y","","","","","",
1930045,"","","","","","Y","","","","",2024
1930048,"","Y","","","","","","","","",2024
1930053,"","","Y","","","","","","","",
1930072,"","Y","","","","","","","","",2024
1930092,"","","Y","","","","","","","",
1930140,"","","Y","","","","","","","",
1930149,"","Y","","","","","","","","",2024
1930150,"Y","","","","","","","","","",
1930152,"","Y","","","","","","","","",2024
1930156,"","Y","","","","","","","","",2024
1930160,"","Y","","","","","","","","",2024
1930162,"","Y","","","","","","","","",2024
1930166,"","","","","","Y","","","","",2024
1930168,"","Y","","","","","","","","",2024
1930170,"","Y","","","","","","","","",2024
1930180,"","","Y","","","","","","","",
1930186,"","","Y","","","","","","","",
1930188,"","Y","","","","","","","","",2024
1930221,"","","Y","","","","","","","",
1930232,"","Y","","","","","","","","",2024
1930233,"","Y","","","","","","","","",2024
1930241,"","Y","","","","","","","","",2024
1930255,"","","Y","","","","","","","",
1930260,"","Y","","","","","","","","",2024
1930263,"","","","","","","Y","","","",
1930266,"","","","","","","Y","","","",
1930267,"","Y","","","","","","","","",2024
1930276,"","Y","","","","","","","","",2024
1930279,"","","Y","","","","","","","",
1930283,"","","","","","Y","","","","",2024
1930308,"","Y","","","","","","","","",2024
1930314,"","","","","","Y","","","","",2024
1930319,"","Y","","","","","","","","",2024
1930354,"","Y","","","","","","","","",2024
1930373,"","Y","","","","","","","","",2024
1930383,"","Y","","","","","","","","",2024
1930385,"","","","","","Y","","","","",2024
1930401,"","Y","","","","","","","","",2024
1930404,"","","","","","Y","","","","",2024
1930408,"","Y","","","","","","","","",2024
1930412,"","Y","","","","","","","","",2024
1930415,"","","Y","","","","","","","",
1930430,"","","Y","","","","","","","",
1930464,"","Y","","","","","","","","",2024
1930480,"","Y","","","","","","","","",2024
1930483,"","Y","","","","","","","","",2024
1930502,"","","Y","","","","","","","",
1930504,"","Y","","","","","","","","",2024
1930520,"","Y","","","","","","","","",2024
1930540,"","Y","","","","","","","","",2024
1930544,"","Y","","","","","","","","",2024
1930545,"","Y","","Y","","","","","","",2024
1930555,"","Y","","","","","","","","",2024
1930560,"","Y","","","","","","","","",2024
1930563,"","Y","","","","","","","","",2024
1930572,"","","Y","","","","","","","",
1930575,"","Y","","","","","","","","",2024
1930586,"","Y","","","","","","","","",2024
1930604,"","","Y","","","","","","","",
1930613,"","Y","","","","","","","","",2024
1930619,"","","","","","","Y","","","",
1930637,"","Y","","","","","","","","",2024
1930654,"","Y","","","","","","","","",2024
1930658,"","Y","","","","","","","","",2024
1930675,"","Y","","","","","","","","",2024
1930677,"","","Y","","","","","","","",
1930685,"","Y","","","","","","","","",2024
1930689,"Y","Y","","","","","","","","",2024
1930722,"","Y","","","","","","","","",2024
1930759,"","Y","","Y","","","","","","",2024
1930760,"","Y","","","","","","","","",2024
1930765,"","Y","","","","","","","","",2024
1930774,"","Y","","","","","","","","",2024
1930786,"","Y","","","","","","","","",2024
1930796,"","Y","","","","","","","","",2024
1930802,"Y","","","","","","","","","",
1930818,"","Y","","","","","","","","",2024
1930825,"","Y","","","","","","","","",2024
1930871,"","Y","","","","","","","","",2024
1930877,"","Y","","","","","","","","",2024
1930882,"","Y","","","","","","","","",2024
1930883,"","Y","","","","","","","","",2024
1930893,"","Y","","","","","","","","",2024
1930895,"","Y","","","","","","","","",2024
1930904,"","Y","","","","","","","","",2024
1930922,"","Y","","","","","","","","",2024
1930930,"","Y","","","","","","","","",2024
1930932,"","Y","","","","","","","","",2024
1930940,"","Y","","","","","","","","",2024
1930942,"","Y","","","","","","","","",2024
1930949,"","Y","","","","","","","","",2024
1930952,"","","Y","","","","","","","",
1930953,"","Y","","","","","","","","",2024
1930958,"","Y","","","","","","","","",2024
1930968,"Y","","","","","","","","","",
1930977,"","Y","","","","","","","","",2024
1930990,"","","Y","","","","","","","",
1931000,"","Y","","","","","","","","",2024
1931003,"","Y","","","","","","","","",2024
1931010,"","","","","","","","","","Y",
1931021,"","Y","","","","","","","","",2024
1931023,"","","","","","","","","","Y",
1931026,"","Y","","","","","","","","",2024
1931042,"","Y","","","","","","","","",2024
1931076,"","Y","","","","","","","","",2024
1931077,"","Y","","","","","","","","",2024
1931087,"","","Y","","","","","","","",
1931096,"","Y","","","","","","","","",2024
1931114,"","Y","","","","","","","","",2024
1931115,"","Y","","","","","","","","",2024
1931120,"","Y","","","","","","","","",2024
1931128,"","Y","","","","","","","","",2024
1931129,"","Y","","","","","","","","",2024
1931155,"","Y","","","","","","","","",2024
1931162,"","Y","","","","","","","","",2024
1931172,"","Y","","","","","","","","",2024
1931175,"","","Y","","","","","","","",
1931189,"","","Y","","","","","","","",
1931200,"","Y","","","","","","","","",2024
1931212,"","","","","","Y","","","","",2024
1931220,"","","Y","","","","","","","",
1931229,"","Y","","","","","","","","",2024
1931247,"","Y","","","","","","","","",2024
1931249,"","","Y","","","","","","","",
1931253,"","","Y","","","","","","","",
1931256,"","","Y","","","","","","","",
1931277,"Y","","","","","","","","","",
1931280,"","Y","","","","","","","","",2024
1931281,"","Y","","","","","","","","",2024
1931287,"","Y","","","","","","","","",2024
1931299,"","Y","","","","","","","","",2024
1931302,"","","","","","Y","","","","",2024
1931325,"","Y","","","","","","","","",2024
1931326,"","Y","","","","","","","","",2024
1931329,"","Y","","","","","","","","",2024
1931331,"","Y","","","","","","","","",2024
1931396,"","Y","","","","","","","","",2024
1931398,"","Y","","","","","","","","",2024
1931405,"","Y","","","","","","","","",2024
1931413,"","Y","","","","","","","","",2024
1931431,"","Y","","","","","","","","",2024
1931442,"","","Y","","","","","","","",
1931451,"","","","","Y","","","","","",
1931459,"","","Y","","","","","","","",
1931463,"","Y","","","","","","","","",2024
1931472,"","Y","","","","","","","","",2024
1931475,"","","Y","","","","","","","",
1931492,"","Y","","","","","","","","",2024
1931503,"Y","","","","","","","","","",
1931520,"","Y","","","","","","","","",2024
1931522,"","","Y","","","","","","","",
1931527,"","Y","","","","","","","","",2024
1931532,"","Y","","","","","","","","",2024
1931543,"","Y","","","","","","","","",2024
1931544,"","","Y","","","","","","","",
1931551,"","Y","","","","","","","","",2024
1931556,"","Y","","","","","","","","",2024
1931563,"","Y","","","","","","","","",2024
1931564,"","","Y","","","","","","","",
1931597,"","","","","Y","","","","","",
1931611,"","","Y","","","","","","","",
1931617,"","","Y","","","","","","","",
1931618,"","Y","","","","","","","","",2024
1931641,"","Y","","","","","","","","",2024
1931644,"","","","","","Y","","","","",2024
1931675,"","Y","","","","","","","","",2024
1931684,"","Y","","","","","","","","",2024
1931689,"","","Y","","","","","","","",
1931702,"","Y","","","","","","","","",2024
1931705,"","Y","","","","","","","","",2024
1931725,"","Y","","","","","","","","",2024
1931739,"","Y","","","","","","","","",2024
1931744,"","Y","","","","","","","","",2024
1931751,"","Y","","","","","","","","",2024
1931765,"","Y","","","","","","","","",2024
1931783,"","","Y","","","","","","","",
1931786,"","","Y","","","","","","","",
1931787,"","","","","","Y","","","","",2024
1931802,"Y","","","","","","","","","",
1931810,"","Y","","","","","","","","",2024
1931811,"","Y","","","","","","","","",2024
1931823,"","Y","","","","","","","","",2024
1931835,"","","Y","","","","","","","",
1931838,"","Y","","","","","","","","",2024
1931851,"","Y","","","","","","","","",2024
1931858,"","","","","","Y","","","","",2024
1931862,"","Y","","","","","","","","",2024
1931868,"","","","","","Y","","","","",2024
1931870,"","Y","","","","","","","","",2024
1931880,"","Y","","","","","","","","",2024
1931882,"","Y","","","","","","","","",2024
1931886,"Y","","","","","","","","","",
1931888,"","Y","","","","","","","","",2024
1931902,"Y","Y","","","","","","","","",2024
1931935,"","Y","","","","","","","","",2024
1931936,"Y","","","","","","","","","",
1931938,"","Y","","","","","","","","",2024
1931953,"","","Y","","","","","","","",
1931955,"","Y","","","","","","","","",2024
1931965,"","","Y","","","","","","","",
1931971,"","Y","","","","","","","","",2024
1931977,"","Y","","","","","","","","",2024
1931992,"","Y","","","","","","","","",2024
1931993,"","Y","","","","","","","","",2024
1931997,"","Y","","","","","","","","",2024
1932007,"Y","","","","","","","","","",
1932012,"","","Y","","","","","","","",
1932013,"","","","","","Y","","","","",2024
1932020,"","Y","","","","","","","","",2024
1932025,"","Y","","","","","","","","",2024
1932027,"","Y","","","","","","","","",2024
1932033,"","Y","","","","","","","","",2024
1932036,"","Y","","","","","","","","",2024
1932037,"","Y","","","","","","","","",2024
1932038,"","Y","","","","","","","","",2024
1932060,"","Y","","","","","","","","",2024
1932076,"","Y","","","","","","","","",2024
1932085,"","Y","","","","","","","","",2024
1932089,"","Y","","","","","","","","",2024
1932108,"","","Y","","","","","","","",
1932115,"","Y","","","","","","","","",2024
1932118,"Y","Y","","","","","","","","",2024
1932130,"","Y","","","","","","","","",2024
1932131,"","Y","","","","","","","","",2024
1932134,"","","Y","","","","","","","",
1932135,"","","Y","","","","","","","",
1932150,"","","","","","Y","","","","",2024
1932151,"","Y","","","","","","","","",2024
1932170,"Y","","","","","","","","","",
1932171,"","Y","","","","","","","","",2024
1932180,"","","Y","","","","","","","",
1932182,"","Y","","","","","","","","",2024
1932187,"","Y","","","","","","","","",2024
1932198,"","Y","","","","","","","","",2024
1932205,"","Y","","","","","","","","",2024
1932210,"","","Y","","","","","","","",
1932220,"","Y","","","","","","","","",2024
1932226,"","","Y","","","","","","","",
1932231,"","Y","","","","","","","","",2024
1932234,"","Y","","","","","","","","",2024
1932238,"","","Y","","","","","","","",
1932241,"","Y","","","","","","","","",2024
1932243,"","","Y","","","","","","","",
