"FilingID","ReferenceID","Form D File Number"
1999631,250267,"021-367364"
1999631,250267,"021-377136"
1999631,435879,"021-531882"
1995264,488505,"021-525178"
1995264,488499,"021-489792"
1995264,488498,"021-489395"
1995264,488501,"021-510226"
1995264,488510,"021-530194"
1995264,488512,"021-541343"
1995264,488491,"021-440798"
1995264,488508,"021-524385"
1995264,488495,"021-469336"
1995264,488497,"021-470913"
1995264,488509,"021-530042"
1995264,488513,"021-528414"
1995264,488511,"021-515728"
2007887,491209,"021-551138"
2007737,304151,"021-405807"
2006870,490782,"021-552981"
2007737,304159,"021-391331"
2013131,215322,"021-298965"
2013131,215327,"021-162202"
2013131,215327,"021-162210"
2013257,23389,"021-46576"
2013257,23396,"021-9999999999"
2013257,23419,"021-9999999999"
2013257,23478,"021-41113"
2013257,23317,"021-106392"
2012117,492153,"021-372175"
2012117,492154,"021-414959"
2008743,167453,"021-250690"
2008743,230528,"021-99010"
2008743,249409,"021-382192"
2011032,492043,"021-552553"
2011032,492040,"021-552677"
2013444,435861,"021-535758"
2013444,492263,"021-551366"
2009722,491414,"021-362812"
2009722,491420,"021-536721"
2009722,491412,"021-441172"
2009722,491435,"021-458387"
2009722,491415,"021-362813"
2009722,491423,"021-336077"
2009485,491390,"021-551491"
2003543,490398,"021-513347"
2003543,490349,"021-484994"
2003543,490399,"021-519729"
2003543,490401,"021-541423"
2003543,490400,"021-515565"
2009010,367989,"021-471944"
2008359,483827,"021-510719"
2008359,244983,"021-347591"
2008359,418421,"021-479267"
2008359,244985,"021-345411"
2008359,244984,"021-317460"
2008359,244977,"021-329536"
2008359,244878,"021-279517"
2008359,244982,"021-330019"
2008359,361923,"021-404383"
2008359,361894,"021-463420"
2008359,361899,"021-446659"
2008359,306932,"021-361818"
2008359,171848,"021-156146"
2008359,198108,"021-206574"
2008359,182387,"021-262061"
2008359,306959,"021-376498"
2008359,306897,"021-404383"
2008359,198105,"021-195941"
2006356,450031,"021-50831"
2005923,490467,"021-553328"
1999079,488323,"021-548300"
1999079,489589,"021-550718"
2006356,18036,"021-136548"
2006356,198282,"021-296439"
2006356,253271,"021-375757"
2006356,253273,"021-375760"
2006356,51010,"021-188656"
2006356,51005,"021-188658"
2006356,188367,"021-282021"
2006356,449526,"021-509370"
2005281,492007,"021-536271"
2002442,490763,"021-476682"
2002442,489451,"021-516972"
2004883,490176,"021-545617"
2007644,425166,"021-516839"
2007644,425166,"021-516860"
2007300,491192,"021-555746"
2007300,491192,"021-555745"
2008611,425652,"021-364227"
2008611,454417,"021-529526"
2004963,437691,"021-523514"
2004963,437691,"021-523514"
2012137,273141,"021-402804"
2012137,428414,"021-507625"
2011357,492068,"021-550401"
2008730,365682,"021-482437"
2008596,491225,"021-548307"
2009171,250704,"021-386498"
2010034,420574,"021-513054"
2010034,420567,"021-403110"
2011030,492032,"021-1935020"
2011030,492037,"021-551581"
2011030,492036,"021-551580"
2011030,492033,"021-1935095"
2002573,315318,"021-400653"
2002573,376055,"021-48675"
2002573,378400,"021-410071"
2002573,315306,"021-373670"
2002573,315314,"021-427887"
2002573,315315,"021-427888"
2002573,376664,"021-505461"
2002573,315312,"021-390214"
2013238,203817,"021-287993"
2013238,361991,"021-256030"
2013238,288050,"021-403986"
2013238,203809,"021-28799301"
2013238,54780,"021-194378"
2013238,54781,"021-19437801"
2005936,476070,"021-514302"
2005936,313999,"021-466101"
2005936,370384,"021-483653"
2005936,370385,"021-496969"
2005936,476072,"021-518065"
2005936,476075,"021-521873"
2013240,492230,"021-546296"
2013240,492231,"021-546296"
2013278,235349,"021-363295"
2013278,235351,"021-363296"
2004455,489978,"021-114572"
2006160,11415,"021-140511"
2006681,178435,"021-265026"
2008243,491244,"021-550979"
2001541,429262,"021-537872"
2012375,286266,"021-414404"
2012375,286264,"021-414407"
2012375,266990,"021-342027"
2012375,266988,"021-342032"
2012375,266992,"021-367682"
1991696,487166,"021-541832"
2002752,490471,"021-549439"
2009836,21264,"021-1118995"
2007544,205220,"021-278718"
2007544,430425,"021-9999999999"
2012905,492230,"021-546296"
2012905,492231,"021-546296"
2007043,177778,"021-260264"
2007043,177779,"021-260264"
2005840,490462,"021-548926"
2010751,485448,"021-517192"
2010751,490204,"021-548695"
2008945,277875,"021-414423"
2005831,317667,"021-1744711"
2005831,317668,"021-468034"
2010812,211979,"021-328411"
2010812,277398,"021-390605"
2010812,255188,"021-390606"
2010826,211979,"021-328411"
2010826,277398,"021-390605"
2010826,255188,"021-390606"
2010970,6899,"021-116021"
2010970,6671,"021-93275"
2010970,6672,"021-93273"
2010970,6903,"021-115248"
2006452,246509,"021-340076"
2006452,246670,"021-350191"
2006452,246670,"021-350190"
2006452,246670,"021-350189"
2006452,228147,"021-319458"
2006452,205557,"021-31114801"
2006452,205557,"021-311148"
2006452,228150,"021-322039"
2006452,310358,"021-415752"
2006452,364879,"021-476931"
2006452,364883,"021-448600"
2006452,364880,"021-448603"
2006452,310472,"021-400678"
2006452,310472,"021-400677"
2006452,310344,"021-398667"
2006452,310354,"021-399884"
2006452,310357,"021-404941"
2006452,246518,"021-295423"
2006912,421132,"021-523346"
2006912,421132,"021-521948"
2006912,421132,"021-521944"
2011150,487702,"021-396123"
2011150,487739,"021-459429"
2011150,487690,"021-418417"
2011150,487780,"021-518075"
2011150,487781,"021-512088"
2011150,487806,"021-437516"
2011150,487684,"021-416499"
2011150,487760,"021-442968"
2011150,487762,"021-442961"
2011150,487807,"021-486069"
2011150,487783,"021-518118"
2011150,487538,"021-430583"
2011150,487740,"021-465270"
2011150,487741,"021-420340"
2011150,487743,"021-408119"
2011150,487536,"021-373621"
2011150,487375,"021-373622"
2011150,487723,"021-427190"
2011150,487735,"021-546013"
2011150,487736,"021-396128"
2011150,487737,"021-404004"
2011150,487756,"021-516703"
2011150,487750,"021-440342"
2011150,487775,"021-491503"
2011150,487718,"021-399386"
2011150,487675,"021-429476"
2011150,487745,"021-454845"
2011150,487777,"021-496601"
2011150,487782,"021-512107"
2011150,487716,"021-410056"
2011150,487685,"021-398984"
2011150,487754,"021-451749"
2011150,487686,"021-436295"
2011150,487771,"021-487298"
2011150,487784,"021-523661"
2011150,487770,"021-482983"
2011150,487691,"021-377727"
2011150,487692,"021-405448"
2011150,487693,"021-397235"
2011150,487694,"021-397025"
2011150,487695,"021-384435"
2011150,487724,"021-452615"
2011150,487725,"021-418453"
2011150,487726,"021-401661"
2011150,487748,"021-399168"
2011150,487786,"021-509335"
2011150,487785,"021-528677"
2011150,487728,"021-431210"
2011150,487727,"021-426272"
2011150,487729,"021-474918"
2011150,487681,"021-405081"
2011150,487720,"021-397230"
2011150,487746,"021-439545"
2011150,487747,"021-418457"
2011150,487656,"021-414815"
2011150,487722,"021-427179"
2011150,487752,"021-450784"
2011150,487751,"021-440345"
2011150,487779,"021-509340"
2011150,487778,"021-505738"
2011150,487759,"021-492404"
2011150,487757,"021-438536"
2011150,487749,"021-445569"
2011150,487715,"021-414885"
2011150,487700,"021-485476"
2011150,487731,"021-486068"
2011150,487732,"021-397034"
2011150,487733,"021-396131"
2011150,487734,"021-420328"
2011150,487730,"021-441423"
2011150,487539,"021-437467"
2011150,487765,"021-476034"
2011150,487773,"021-504008"
2011150,487774,"021-490370"
2011150,487689,"021-416489"
2011150,487669,"021-431013"
2011150,487674,"021-407795"
2011150,487680,"021-401878"
2011150,487673,"021-431003"
2011150,487767,"021-481971"
2011150,487721,"021-449531"
2011150,487687,"021-377734"
2011150,487688,"021-405452"
2011150,487696,"021-477803"
2011150,487698,"021-413382"
2011150,487672,"021-401681"
2011150,487744,"021-448636"
2011150,487719,"021-405115"
2011150,487742,"021-425237"
2004063,368626,"021-501030"
2004063,368623,"021-501027"
2004063,369327,"021-500629"
2004063,369327,"021-553358"
2004063,368625,"021-501029"
2004063,368624,"021-501028"
2004063,368621,"021-501031"
2004063,490006,"021-529150"
2009238,371253,"021-49974801"
2009238,371251,"021-49974802"
2009238,371249,"021-499748"
2009216,491363,"021-2064158"
2009216,491363,"021-2064158"
2007216,491163,"021-444173"
2007216,491164,"021-456249"
2007216,491165,"021-550582"
2007216,491160,"021-511200"
2007216,491167,"021-550584"
2008806,428228,"021-52288"
1993992,487739,"021-459429"
1993992,487686,"021-436295"
1993992,487702,"021-396123"
1993992,487771,"021-487298"
1993992,487784,"021-523661"
1993992,487770,"021-482983"
1993992,487690,"021-418417"
1993992,487780,"021-518075"
1993992,487781,"021-512088"
1993992,487669,"021-431013"
1993992,487684,"021-416499"
1993992,487760,"021-442968"
1993992,487762,"021-442961"
1993992,487807,"021-486069"
1993992,487783,"021-518118"
1993992,487538,"021-430583"
1993992,487740,"021-465270"
1993992,487741,"021-420340"
1993992,487743,"021-408119"
1993992,487754,"021-451749"
1993992,487756,"021-516703"
1993992,487806,"021-437516"
1993992,487536,"021-373621"
1993992,487375,"021-373622"
1993992,487723,"021-427190"
1993992,487735,"021-546013"
1993992,487736,"021-396128"
1993992,487737,"021-404004"
1993992,487750,"021-440342"
1993992,487775,"021-491503"
1993992,487746,"021-439545"
1993992,487747,"021-418457"
1993992,487656,"021-414815"
1993992,487722,"021-427179"
1993992,487752,"021-450784"
1993992,487751,"021-440345"
1993992,487779,"021-509340"
1993992,487778,"021-505738"
1993992,487759,"021-492404"
1993992,487757,"021-438536"
1993992,487715,"021-414885"
1993992,487749,"021-445569"
1993992,487700,"021-485476"
1993992,487731,"021-486068"
1993992,487732,"021-397034"
1993992,487733,"021-396131"
1993992,487734,"021-420328"
1993992,487730,"021-441423"
1993992,487539,"021-437467"
1993992,487765,"021-476034"
1993992,487773,"021-504008"
1993992,487774,"021-490370"
1993992,487689,"021-416489"
1993992,487742,"021-425237"
1993992,487786,"021-509335"
1993992,487785,"021-528677"
1993992,487728,"021-431210"
1993992,487727,"021-426272"
1993992,487729,"021-474918"
1993992,487681,"021-405081"
1993992,487720,"021-397230"
1993992,487721,"021-449531"
1993992,487687,"021-377734"
1993992,487688,"021-405452"
1993992,487696,"021-477803"
1993992,487698,"021-413382"
1993992,487672,"021-401681"
1993992,487744,"021-448636"
1993992,487719,"021-405115"
1993992,487718,"021-399386"
1993992,487675,"021-429476"
1993992,487745,"021-454845"
1993992,487777,"021-496601"
1993992,487782,"021-512107"
1993992,487716,"021-410056"
1993992,487685,"021-398984"
1993992,487691,"021-377727"
1993992,487692,"021-405448"
1993992,487693,"021-397235"
1993992,487694,"021-397025"
1993992,487695,"021-384435"
1993992,487724,"021-452615"
