"Filing ID","5K(1)(a)(i)MID","5K(1)(a)(i)EOY","5K(1)(a)(ii)MID","5K(1)(a)(ii)EOY","5K(1)(a)(iii)MID","5K(1)(a)(iii)EOY","5K(1)(a)(iv)MID","5K(1)(a)(iv)EOY","5K(1)(a)(v)MID","5K(1)(a)(v)EOY","5K(1)(a)vi)MID","5K(1)(a)vi)EOY","5K(1)(a)(vii)MID","5K(1)(a)(vii)EOY","5K(1)(a)(viii)MID","5K(1)(a)(viii)EOY","5K(1)(a)(ix)MID","5K(1)(a)(ix)EOY","5K(1)(a)(x)MID","5K(1)(a)(x)EOY","5K(1)(a)(xi)MID","5K(1)(a)(xi)EOY","5K(1)(a)(xii)MID","5K(1)(a)(xii)EOY","5K(1)(a)(xii) Description","5K(1)(b)(i)","5K(1)(b)(ii)","5K(1)(b)(iii)","5K(1)(b)(iv)","5K(1)(b)(v)","5K(1)(b)(vi)","5K(1)(b)(vii)","5K(1)(b)(viii)","5K(1)(b)(ix)","5K(1)(b)(x)","5K(1)(b)(xi)","5K(1)(b)(xii)","5K(1)(b)(xii) Description"
1992434,,,,,,,,,,,,,,,,,,,,,,,,,"",62,1,5,5,0,2,0,0,20,0,5,0,""
1988320,,,,,,,,,,,,,,,,,,,,,,,,,"",99,0,0,0,0,0,0,0,0,0,1,0,""
1991970,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,1,0,34,29,0,2,0,0,0,34,"QUASI"
1992448,,,,,,,,,,,,,,,,,,,,,,,,,"",45,0,0,0,0,5,0,30,0,0,20,0,""
1992473,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992462,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,3,0,0,0,0,0,81,7,3,2,"STRUCTURED NOTES"
1992487,,,,,,,,,,,,,,,,,,,,,,,,,"",46,0,1,3,0,0,0,0,42,0,8,0,""
1992497,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992518,,,,,,,,,,,,,,,,,,,,,,,,,"",61,4,3,0,0,0,0,0,0,25,7,0,""
1992562,,,,,,,,,,,,,,,,,,,,,,,,,"",46,0,1,3,0,0,0,0,42,0,8,0,""
1985021,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1986990,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992506,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992460,46,43,0,0,1,1,1,2,0,0,1,1,0,0,0,0,48,50,0,0,3,3,0,0,"",,,,,,,,,,,,,""
1991912,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,0,0,0,0,0,93,0,2,1,"PRIVATE REIT INVESTMENTS AND AN INVESTMENT WITH BLACKSTONE"
1992377,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1987698,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992664,,,,,,,,,,,,,,,,,,,,,,,,,"",86,0,0,0,0,0,0,0,0,0,13,0,""
1992669,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1988481,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,73,0,10,0,0,0,0,17,0,""
1992704,,,,,,,,,,,,,,,,,,,,,,,,,"",99,0,0,0,0,0,0,0,0,0,1,0,""
1992438,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,0,0,5,0,0,94,0,5,0,""
1992710,,,,,,,,,,,,,,,,,,,,,,,,,"",35,0,0,5,0,6,0,0,48,0,4,1,"FDIC INSURED CDS,  DE MINIMIS AMOUNT OF   U.S. GOVERNMENT/AGENCY BONDS"
1992715,,,,,,,,,,,,,,,,,,,,,,,,,"",85,0,0,0,0,0,0,0,7,0,8,0,""
1990361,,,,,,,,,,,,,,,,,,,,,,,,,"",59,0,1,0,0,16,4,0,0,4,3,13,"PRIVATE EQUITY/PRIVATE CREDIT"
1992721,,,,,,,,,,,,,,,,,,,,,,,,,"",14,1,9,2,0,0,0,0,61,0,13,0,""
1992461,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992164,,,,,,,,,,,,,,,,,,,,,,,,,"",23,0,1,4,0,0,0,0,66,1,5,0,""
1983772,,,,,,,,,,,,,,,,,,,,,,,,,"",9,0,1,0,0,0,0,0,89,0,1,0,""
1992674,,,,,,,,,,,,,,,,,,,,,,,,,"",51,0,9,10,0,11,15,0,1,0,3,0,""
1987076,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992709,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,17,17,1,1,2,5,"STABLE VALUE AND OTHER ANNUITY PRODUCTS",,,,,,,,,,,,,""
1992733,,,,,,,,,,,,,,,,,,,,,,,,,"",31,0,1,1,0,0,0,0,61,0,6,0,""
1992734,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993081,,,,,,,,,,,,,,,,,,,,,,,,,"",20,0,13,17,0,0,0,26,7,0,20,3,"ALTERNATIVES, REITS, AND LIMITED PARTNERSHIPS"
1993112,,,,,,,,,,,,,,,,,,,,,,,,,"",49,0,6,0,0,0,0,0,44,0,1,0,""
1992772,,,,,,,,,,,,,,,,,,,,,,,,,"",84,0,4,0,0,0,0,0,9,0,3,0,""
1993087,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,1,0,0,0,0,0,96,0,1,0,""
1990168,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,0,0,0,0,0,0,97,0,1,0,""
1993157,,,,,,,,,,,,,,,,,,,,,,,,,"",16,0,0,0,0,0,0,0,80,0,2,2,"VARIABLE ANNUITIES"
1980873,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992693,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993180,,,,,,,,,,,,,,,,,,,,,,,,,"",30,0,0,0,0,0,0,0,55,0,15,0,""
1989251,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PREFERRED SECURITIES AND LOANS"
1992974,,,,,,,,,,,,,,,,,,,,,,,,,"",24,0,0,33,0,0,0,0,28,0,15,0,""
1992801,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993228,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993282,,,,,,,,,,,,,,,,,,,,,,,,,"",95,1,2,0,0,0,0,0,2,0,1,0,""
1993293,,,,,,,,,,,,,,,,,,,,,,,,,"",12,0,5,1,0,0,0,0,68,0,14,0,""
1992470,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,1,0,0,0,0,0,88,0,1,8,"ANNUITIES, STRUCTURED NOTES"
1993239,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993126,,,,,,,,,,,,,,,,,,,,,,,,,"",75,12,0,1,0,0,0,0,10,0,1,0,""
1992061,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993259,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992887,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992042,,,,,,,,,,,,,,,,,,,,,,,,,"",13,0,0,1,0,0,0,0,82,0,5,0,""
1993410,,,,,,,,,,,,,,,,,,,,,,,,,"",28,0,6,3,0,2,0,0,57,0,3,0,""
1976928,,,,,,,,,,,,,,,,,,,,,,,,,"",16,0,22,0,0,0,0,0,55,4,3,0,""
1989732,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1992086,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983468,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"ASSET BACKED DEBT FINANCING"
1993317,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993396,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993440,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993441,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993442,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1993321,,,,,,,,,,,,,,,,,,,,,,,,,"",96,0,0,0,0,0,0,0,0,0,4,0,""
1987603,,,,,,,,,,,,,,,,,,,,,,,,,"",9,0,1,1,0,0,0,0,83,1,2,3,"VARIABLE ANNUITIES"
1987613,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1937654,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1990587,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1989668,12,13,0,0,5,5,0,0,2,2,38,37,25,24,0,0,1,1,2,1,5,4,11,13,"ASSET-BACKED SECURITIES, COLLATERALIZED MORTGAGE OBLIGATIONS, BANK LOANS, PRIVATE DEBT",,,,,,,,,,,,,""
1991611,,,,,,,,,,,,,,,,,,,,,,,,,"",36,2,1,3,0,0,0,1,49,1,2,5,"EMPLOYER-DIRECTED RETIREMENT PLANS, NON-VARIABLE CASH VALUE LIFE INSURANCE CONTRACTS, PRIVATELY HELD REAL ESTATE, PRIVATE LOANS, DIRECT PRIVATE CREDIT"
1991686,,,,,,,,,,,,,,,,,,,,,,,,,"",39,0,2,5,0,5,0,1,0,41,7,0,""
1991681,,,,,,,,,,,,,,,,,,,,,,,,,"",46,0,1,0,0,0,0,0,36,0,17,0,""
1990039,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1988565,,,,,,,,,,,,,,,,,,,,,,,,,"",79,0,7,5,0,5,0,0,1,0,3,0,""
1988004,,,,,,,,,,,,,,,,,,,,,,,,,"",65,0,9,5,0,11,5,0,0,0,5,0,""
1987261,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983927,,,,,,,,,,,,,,,,,,,,,,,,,"",0,100,0,0,0,0,0,0,0,0,0,0,""
1988331,,,,,,,,,,,,,,,,,,,,,,,,,"",87,0,1,1,0,4,0,0,0,0,6,1,"PRIVATELY HELD INVESTMENTS"
1988570,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,0,0,0,0,0,0,11,88,0,""
1988271,,,,,,,,,,,,,,,,,,,,,,,,,"",7,0,0,7,0,1,0,0,82,0,3,0,""
1988535,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PENNINGTON ACTIVELY ADVISES ONE FAMILY ON THEIR PRIVATELY HELD INTERESTS IN A SERIES OF COMPANIES."
1988610,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1987651,,,,,,,,,,,,,,,,,,,,,,,,,"",57,3,3,1,0,1,0,0,15,2,14,4,"ANNUITIES"
1985489,,,,,,,,,,,,,,,,,,,,,,,,,"",19,1,0,0,0,13,0,0,0,52,2,13,"REITS, INVITS, OTHER PORTFOLIO MANAGEMENT SERVICES"
1987549,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1987588,,,,,,,,,,,,,,,,,,,,,,,,,"",61,0,0,0,0,0,0,0,35,0,3,1,"CURRENCY ETFS (HOLD ONLY CURRENCIES IN A GRANTOR TRUST)"
1982839,,,,,,,,,,,,,,,,,,,,,,,,,"",13,0,0,0,0,0,0,0,80,0,6,1,"VARIABLE ANNUITY, LOANS, LIMITED PARTNERSHIP"
1987691,,,,,,,,,,,,,,,,,,,,,,,,,"",42,0,16,0,0,7,0,0,19,0,3,13,"ALTERNATIVE INVESTMENTS AND PRIVATE PLACEMENTS"
1987701,,,,,,,,,,,,,,,,,,,,,,,,,"",74,0,0,0,0,0,0,0,22,1,4,0,""
1987687,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,78,79,"DIRECT REAL ESTATE INVESTMENTS, REAL ESTATE FUND UNITS (LISTED & UNLISTED), COMMERCIAL LEASES, LOANS, LEASING EQUIPMENT (RAILCARS), OPERATING LEASE ASSETS, AND OTHER ASSETS (PREPAID EXPENSES, TAX ASSETS AND RECEIVABLES).",,,,,,,,,,,,,""
1987728,0,0,0,0,15,14,13,13,5,4,50,49,5,6,1,1,0,0,0,0,0,2,11,11,"PUBLIC SYNDICATED LOANS, LOANS, STRUCTURED DEBT (ABS,CLO,CDO), MBS SECURITIES, RESIDENTIAL MORTGAGES, INCOME, PENDING TRADES.",,,,,,,,,,,,,""
1987743,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
