"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1935019,212264,"INVESCO ADVISERS, INC.","801-33949",105360
1935019,212265,"INVESCO ADVISERS, INC.","801-33949",105360
1935019,33436,"INVESCO ADVISERS, INC.","801-33949",105360
1935019,33437,"INVESCO ADVISERS, INC.","801-33949",105360
1935019,180040,"INVESCO ADVISERS, INC.","801-33949",105360
1935019,212263,"INVESCO ADVISERS, INC.","801-33949",105360
1935242,372402,"SG KLEINWORT HAMBROS CORPORATE SERVICES (CI) LIMITED","",
1935242,216535,"MUFG LUX MANAGEMENT COMPANY S.A.","",
1935242,437255,"FUNDROCK LIS S.A","802-112352",291156
1935242,297187,"FUNDROCK LIS S.A","802-112352",291156
1944367,438508,"COLLER CAPITAL","",
1940704,362431,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",
1940704,362315,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,418143,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362325,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362311,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362337,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362346,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",
1940704,362414,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362303,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,418312,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,362429,"METROPOLITAN LIFE INSURANCE COMPANY","",
1940704,418313,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,308227,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,418139,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,418309,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1940704,417741,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1937981,316161,"ONE INVESTMENT MANAGEMENT LTD","",
1947659,435832,"RAYMOND JAMES INVESTMENT MANAGEMENT","801-100356",174904
1947515,438508,"COLLER CAPITAL","",
1948392,368927,"CLARION PARTNERS EUROPE LIMITED","802-126471",322449
1948392,269234,"CLARION PARTNERS EUROPE LIMITED","",
1943473,316845,"DEXUS CAPITAL INVESTORS LIMITED","802-75384",162793
1943473,316825,"VISTRA FUND MANAGEMENT S.A.","802-114015",297008
