"FilingID","CIK"
2001780,330129
2002896,1088876
2001110,1806453
2001110,1773169
2005569,1525092
2001296,1967947
2007003,1437638
2000711,1660773
2001786,330127
2000904,1635409
2006966,80277451
2003307,98549234
1995231,1762283
2006694,1050459
2006704,1050459
2006705,1388401
2006713,1388401
1998051,2036662
2003449,329081
2003324,5423432423
2002641,1675772
2003886,2075869
2005229,1976735
2001614,2003147
2003347,2058797
2004632,532456641
2004778,1884005
2005510,1581765
2004556,1536140
1999165,1763689
1995849,1759580
2000189,1577619
1998812,1816312
2003099,1998606
2003413,1620943
2002012,1750585
2004048,1767619
2000784,1636441
1999867,1650258
2002861,1777234
2005189,2063891
2005035,331490
1999889,802129238
1997894,2076161
1997068,1816678
1992519,1280110
2001729,305337
2004728,1484165
2000342,1754001
1990195,1383517
1990195,1536505
1990195,1656227
1990195,1389485
1990195,1439942
1990195,1689599
1997880,1816749
