"FilingID","Reference ID","Full Legal Name","CIK Number"
1934884,1292,"BROOKFIELD CORPORATION",1001085
1934884,1292,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,1540,"BROOKFIELD CORPORATION",1001085
1934884,1540,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,1543,"BROOKFIELD CORPORATION",1001085
1934884,1543,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,7793,"BROOKFIELD CORPORATION",1001085
1934884,7793,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,7960,"BROOKFIELD CORPORATION",1001085
1937497,11214,"FRANKLIN RESOURCES, INC.",38777
1937497,11215,"FRANKLIN RESOURCES, INC.",38777
1943473,5150,"ARES MANAGEMENT CORPORATION",1176948
1943473,5154,"ARES MANAGEMENT CORPORATION",1176948
1943473,5156,"ARES MANAGEMENT CORPORATION",1176948
1943473,5158,"ARES MANAGEMENT CORPORATION",1176948
1943473,5160,"ARES MANAGEMENT CORPORATION",1176948
1943473,5162,"ARES MANAGEMENT CORPORATION",1176948
1943473,5163,"ARES MANAGEMENT CORPORATION",1176948
1943473,5164,"ARES MANAGEMENT CORPORATION",1176948
1943473,5165,"ARES MANAGEMENT CORPORATION",1176948
1943473,5166,"ARES MANAGEMENT CORPORATION",1176948
1943473,5167,"ARES MANAGEMENT CORPORATION",1176948
1943473,5168,"ARES MANAGEMENT CORPORATION",1176948
1943473,5169,"ARES MANAGEMENT CORPORATION",1176948
1943473,5170,"ARES MANAGEMENT CORPORATION",1176948
1943473,5174,"ARES MANAGEMENT CORPORATION",1176948
1943473,5175,"ARES MANAGEMENT CORPORATION",1176948
1943473,5178,"ARES MANAGEMENT CORPORATION",1176948
1943473,5186,"ARES MANAGEMENT CORPORATION",1176948
1943473,5187,"ARES MANAGEMENT CORPORATION",1176948
1943473,5188,"ARES MANAGEMENT CORPORATION",1176948
1943473,5189,"ARES MANAGEMENT CORPORATION",1176948
1943473,5191,"ARES MANAGEMENT CORPORATION",1176948
1943473,5192,"ARES MANAGEMENT CORPORATION",1176948
1943473,5193,"ARES MANAGEMENT CORPORATION",1176948
1943473,5194,"ARES MANAGEMENT CORPORATION",1176948
1943473,5195,"ARES MANAGEMENT CORPORATION",1176948
1943473,5196,"ARES MANAGEMENT CORPORATION",1176948
1943473,5197,"ARES MANAGEMENT CORPORATION",1176948
1943473,5198,"ARES MANAGEMENT CORPORATION",1176948
1943473,5199,"ARES MANAGEMENT CORPORATION",1176948
1943473,5201,"ARES MANAGEMENT CORPORATION",1176948
1943473,5202,"ARES MANAGEMENT CORPORATION",1176948
1943473,5203,"ARES MANAGEMENT CORPORATION",1176948
1943473,5206,"ARES MANAGEMENT CORPORATION",1176948
1943473,5207,"ARES MANAGEMENT CORPORATION",1176948
1943473,5210,"ARES MANAGEMENT CORPORATION",1176948
1943473,5211,"ARES MANAGEMENT CORPORATION",1176948
1943473,5214,"ARES MANAGEMENT CORPORATION",1176948
1943473,5503,"ARES MANAGEMENT CORPORATION",1176948
1943473,5792,"ARES MANAGEMENT CORPORATION",1176948
1943473,6037,"ARES MANAGEMENT CORPORATION",1176948
1943473,6040,"ARES MANAGEMENT CORPORATION",1176948
1943473,6041,"ARES MANAGEMENT CORPORATION",1176948
1943473,6043,"ARES MANAGEMENT CORPORATION",1176948
1943473,6044,"ARES MANAGEMENT CORPORATION",1176948
1943473,6048,"ARES MANAGEMENT CORPORATION",1176948
1943473,6050,"ARES MANAGEMENT CORPORATION",1176948
1943473,6052,"ARES MANAGEMENT CORPORATION",1176948
1943473,6054,"ARES MANAGEMENT CORPORATION",1176948
1943473,6055,"ARES MANAGEMENT CORPORATION",1176948
1943473,6056,"ARES MANAGEMENT CORPORATION",1176948
1943473,6094,"ARES MANAGEMENT CORPORATION",1176948
1943473,6096,"ARES MANAGEMENT CORPORATION",1176948
1943473,6100,"ARES MANAGEMENT CORPORATION",1176948
1943473,6424,"ARES MANAGEMENT CORPORATION",1176948
1943473,6821,"ARES MANAGEMENT CORPORATION",1176948
1943473,7015,"ARES MANAGEMENT CORPORATION",1176948
1943473,7168,"ARES MANAGEMENT CORPORATION",1176948
1943473,7728,"ARES MANAGEMENT CORPORATION",1176948
1943473,7736,"ARES MANAGEMENT CORPORATION",1176948
1943473,7737,"ARES MANAGEMENT CORPORATION",1176948
1943473,7738,"ARES MANAGEMENT CORPORATION",1176948
1943473,7739,"ARES MANAGEMENT CORPORATION",1176948
1943473,7949,"ARES MANAGEMENT CORPORATION",1176948
1943473,8035,"ARES MANAGEMENT CORPORATION",1176948
1943473,8147,"ARES MANAGEMENT CORPORATION",1176948
1943473,8286,"ARES MANAGEMENT CORPORATION",1176948
1943473,8287,"ARES MANAGEMENT CORPORATION",1176948
1943473,8803,"ARES MANAGEMENT CORPORATION",1176948
1943473,8804,"ARES MANAGEMENT CORPORATION",1176948
1943473,8806,"ARES MANAGEMENT CORPORATION",1176948
1943473,8807,"ARES MANAGEMENT CORPORATION",1176948
1943473,8808,"ARES MANAGEMENT CORPORATION",1176948
1943473,8809,"ARES MANAGEMENT CORPORATION",1176948
1943473,9261,"ARES MANAGEMENT CORPORATION",1176948
1943473,10191,"ARES MANAGEMENT CORPORATION",1176948
1943473,10249,"ARES MANAGEMENT CORPORATION",1176948
1943473,10252,"ARES MANAGEMENT CORPORATION",1176948
1943473,11958,"ARES MANAGEMENT CORPORATION",1176948
1943473,11959,"ARES MANAGEMENT CORPORATION",1176948
1943473,12164,"ARES MANAGEMENT CORPORATION",1176948
1935668,6692,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,6696,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,6697,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,6698,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,6699,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,8944,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1935668,9247,"BRIDGE INVESTMENT GROUP HOLDINGS INC.",822769085
1935668,10277,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1941448,2111,"ASSOCIATED CAPITAL GROUP, INC.",1642122
1934884,7960,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,10247,"BROOKFIELD CORPORATION",1001085
1934884,10247,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,10255,"BROOKFIELD CORPORATION",1001085
1934884,10255,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,11007,"BROOKFIELD CORPORATION",1001085
1934884,11007,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934884,12214,"BROOKFIELD CORPORATION",1001085
1934884,12214,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1933436,2278,"BLACKSTONE INC.",1393818
1933436,2282,"BLACKSTONE INC.",1393818
1933436,2285,"BLACKSTONE INC.",1393818
1939497,4251,"BLACKROCK INC.",1364742
1939497,4252,"BLACKROCK INC.",1364742
1939681,2351,"BLACKROCK, INC.",1364742
1939681,7090,"BLACKROCK, INC.",1364742
1939681,7093,"BLACKROCK, INC.",1364742
1932771,9720,"BLUE OWL CAPITAL INC.",1823945
1932771,11169,"BLUE OWL CAPITAL INC.",1823945
1932771,11178,"BLUE OWL CAPITAL INC.",1823945
1932771,11756,"BLUE OWL CAPITAL INC.",1823945
1932771,11976,"BLUE OWL CAPITAL INC.",1823945
1942656,8734,"BLUE OWL CAPITAL INC.",1823945
1930572,3126,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
