"FilingID","Reference ID","Full Legal Name","CIK Number"
1966008,8575,"SVB FINANCIAL GROUP",719739
1934716,1814,"CITIGROUP INC.",831001
1934716,2353,"CITIGROUP INC.",831001
1934716,2356,"CITIGROUP INC.",831001
1940240,2278,"BLACKSTONE INC.",1393818
1940240,2282,"BLACKSTONE INC.",1393818
1940240,2285,"BLACKSTONE INC.",1393818
1943055,6692,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,6696,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,6697,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,6698,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,6699,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,8944,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1943055,9247,"BRIDGE INVESTMENT GROUP HOLDINGS INC.",822769085
1943055,10277,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1951724,2111,"ASSOCIATED CAPITAL GROUP, INC.",1642122
1963641,7824,"BLACKSTONE INC.",1393818
1954222,1944,"THE BLACKSTONE GROUP INC.",1393818
1954222,8892,"BLACKSTONE INC.",1393818
1969360,4675,"BLACKSTONE INC.",1393818
1949210,9877,"THE CARLYLE GROUP INC.",1527166
1949210,9878,"THE CARLYLE GROUP INC.",1527166
1949210,9879,"THE CARLYLE GROUP INC.",1527166
1967861,1990,"CITIZENS FINANCIAL GROUP, INC.",759944
1966064,10637,"AFLAC INCORPORATED",4977
1959207,2351,"BLACKROCK, INC.",1364742
1959207,7090,"BLACKROCK, INC.",1364742
1946101,9547,"NOAH HOLDING LIMITED",1499543
1946101,11506,"NOAH HOLDING LIMITED",1499543
1959175,4660,"T ROWE PRICE GROUP, INC.",1113169
1959175,4661,"T. ROWE PRICE GROUP, INC.",1113169
1953674,4251,"BLACKROCK INC.",1364742
1953674,4252,"BLACKROCK INC.",1364742
1957155,1832,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1956,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1963,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1965,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1966,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1967,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1971,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1972,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1974,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1975,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1976,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1978,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,1979,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,5506,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,5853,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1957155,9492,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903954
1943205,1629,"AMERIPRISE FINANCIAL, INC.",820027
1943205,1630,"AMERIPRISE FINANCIAL, INC.",820027
1935769,12234,"COLLIERS INTERNATIONAL GROUP INC.",2013808
1950112,9720,"BLUE OWL CAPITAL INC.",1823945
1950112,11169,"BLUE OWL CAPITAL INC.",1823945
1950112,11178,"BLUE OWL CAPITAL INC.",1823945
1950112,11756,"BLUE OWL CAPITAL INC.",1823945
1950112,11976,"BLUE OWL CAPITAL INC.",1823945
1934371,4158,"BROOKFIELD CORPORATION",1001085
1934371,4240,"BROOKFIELD CORPORATION",1001085
1934371,4240,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4431,"BROOKFIELD CORPORATION",1001085
1934371,4431,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4438,"BROOKFIELD CORPORATION",1001085
1934371,4438,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4467,"BROOKFIELD CORPORATION",1001085
1934371,4467,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4472,"BROOKFIELD CORPORATION",1001085
1934371,4472,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4475,"BROOKFIELD CORPORATION",1001085
1934371,4475,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4882,"BROOKFIELD CORPORATION",1001085
1934371,4882,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,4911,"BROOKFIELD CORPORATION",1001085
1934371,4911,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,6281,"BROOKFIELD CORPORATION",1001085
1934371,7789,"BROOKFIELD CORPORATION",1001085
1934371,7789,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,8499,"BROOKFIELD CORPORATION",1001085
1934371,8499,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1934371,9076,"BROOKFIELD CORPORATION",1001085
