"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
2002794,489581,"XIN YONGAN INTERNATIONAL SECURITIES COMPANY LIMITED","",,"HONG KONG","","Hong Kong","Y"
2001614,316019,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
2001614,316019,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1999734,422298,"WEDBUSH SECURITIES INC.","8-12987",877,"LOS ANGELES","California","United States","Y"
1999734,422298,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
2000948,479787,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK","New York","United States","Y"
2000948,375525,"J.P. MORGAN CLEARING CORP.","8-43724",28432,"NEW YORK","New York","United States","Y"
2003711,231824,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
2003711,231824,"M. S. HOWELLS & CO.","8-52558",104100,"SCOTTSDALE","Arizona","United States","N"
2005569,40596,"BTIG, LLC","8-65473",122225,"SAN FRANCISCO","California","United States","N"
2006759,248903,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
2006759,248903,"SOCIETE GENERALE BANNON, L.L.C.","8-49963",42731,"NEW YORK","New York","United States","Y"
2006600,1871,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
2006600,1871,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","N"
2006600,183158,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
2006600,183158,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","N"
2000680,248295,"REGENT CAPITAL PARTNERS INC.","",,"TORONTO, ONTARIO","","Canada","Y"
2000680,248297,"REGENT CAPITAL PARTNERS INC.","",,"TORONTO, ONTARIO","","Canada","Y"
2001296,367245,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
2000711,48903,"MORGAN STANLEY & CO INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2006012,490473,"MORGAN STANLEY & CO INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2000691,426188,"MAREX PRIME SERVICES","",,"LONDON","","United Kingdom","N"
1999647,488466,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
2001818,487499,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487497,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487498,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487522,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487533,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221",7691,"NEW YORK","New York","United States","Y"
2001818,487533,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487501,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487527,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487533,"MORGAN STANLEY","8-68191",149777,"PURCHASE","New York","United States","Y"
2001818,487531,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487528,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2001818,487500,"RAYMOND JAMES & ASSOCIATES, INC.","8-10999",705,"ST. PETERSBURG","Florida","United States","Y"
2002699,489612,"AXIS CAPITAL MARKETS LTD","",,"LONDON","","United Kingdom","Y"
2002699,489612,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK","New York","United States","Y"
2002699,489612,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2002699,489612,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
2002699,489612,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
2002699,489612,"JP MORGAN CHASE BANK NA","",,"NEW YORK","New York","United States","Y"
2002699,489612,"TD PRIME SERVICES LLC","8-3337",1914,"NEW YORK","New York","United States","Y"
2002699,489612,"J.P. MORGAN SECURITIES PLC","",,"CANARY WHARF","","United Kingdom","Y"
2002699,489612,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2002699,489612,"CHARLES SCHWAB & CO., INC.","8-16514",5393,"ORLANDO","Florida","United States","Y"
2002699,489612,"CLEAR STREET LLC","8-69972",288933,"NEW YORK","New York","United States","Y"
2000966,488838,"THE TACHIBANA SECURITIES CO., LTD","",,"TOKYO","","Japan","Y"
2000966,488838,"PHILIP SECURITIES JAPAN, LTD.","",,"TOKYO","","Japan","Y"
1995231,279464,"BTIG, LLC","8-65473",122225,"SAN FRANCISCO","California","United States","Y"
