"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
2010959,58854,11869,"BDCM OFFSHORE OPPORTUNITY FUND II, LTD.",805-3341161853,"","Cayman Islands","Y","N"
2010959,58912,11887,"BDCM INTERMEDIATE COMPANY A LTD.",805-6026085346,"","Cayman Islands","Y","N"
2010959,476697,151348,"BDCM OFFSHORE OPPORTUNITY FUND VI, LTD.",805-2168980002,"","Cayman Islands","Y","N"
2010959,66906,13696,"BDCM OFFSHORE OPPORTUNITY FUND IV, LTD.",805-6281898158,"","Cayman Islands","Y","N"
2010959,66906,120777,"BDCM OFFSHORE OPPORTUNITY FUND IV AIV, LTD.",805-2652188001,"","Cayman Islands","Y","N"
2010959,58854,120776,"BDCM OFFSHORE OPPORTUNITY FUND II AIV, LTD.",805-7752527184,"","Cayman Islands","Y","N"
2010959,216794,126492,"BDCM OFFSHORE OPPORTUNITY FUND V, LTD.",805-2729247010,"","Cayman Islands","Y","N"
2010959,193734,122227,"BDCM OFFSHORE STRATEGIC CAPITAL FUND I, L.P.",805-3378056373,"","Cayman Islands","N","Y"
2010959,58857,11872,"BDCM OFFSHORE OPPORTUNITY FUND III, LTD.",805-5972274473,"","Cayman Islands","Y","N"
2009065,482702,152112,"SOUND POINT CRE SENIOR SECURED INCOME FUND, LP",805-9658157557,"Delaware","United States","N","Y"
2004483,490008,153740,"TAPROOT FUND (US) LP",805-7002381921,"Delaware","United States","N","Y"
2004483,490008,153739,"TAPROOT FUND (CAYMAN) LTD.",805-4205450438,"","Cayman Islands","N","Y"
2011475,367685,144767,"ARES SENIOR DIRECT LENDING FUND (CAYMAN) III LP",805-2872952537,"","Cayman Islands","N","Y"
2011475,360177,144059,"ARES PBN HOLDINGS II, LLC",805-4114795191,"Delaware","United States","N","Y"
2011475,241241,132091,"USPF II LEVERAGED FEEDER, L.P.",805-5286086186,"Delaware","United States","N","Y"
2011475,316819,142332,"ARES CHULA VISTA PARTNERS FEEDER, L.P.",805-1918107863,"Delaware","United States","N","Y"
2011475,281969,148015,"ASOF II CO-INVEST (OFFSHORE), L.P.",805-6063945639,"Delaware","United States","N","Y"
2011475,367685,144768,"ARES SENIOR CREDIT ICAV",805-7557263235,"","Ireland","N","Y"
2011475,360177,144060,"ARES PBN HOLDINGS CAYMAN II, L.P.",805-3299553801,"","Cayman Islands","N","Y"
2011475,247270,136283,"ACOF VI CO-INVEST L.P.",805-8860963974,"Delaware","United States","N","Y"
2011475,241250,132095,"USPF III BLOCKER FUND II, L.P.",805-4273247232,"Delaware","United States","N","Y"
2011475,240445,132041,"ARES INSTITUTIONAL HIGH YIELD FUND (CAYMAN) LP",805-1221274963,"","Cayman Islands","N","Y"
2011475,240416,132038,"ARES EUROPEAN REAL ESTATE FEEDER FUND V SCSP",805-2009842194,"","Luxembourg","N","Y"
2011475,240467,132045,"ARES MEZZANINE OFFSHORE PARTNERS FEEDER FUND L.P.",805-6089964251,"","Cayman Islands","N","Y"
2011475,241988,132115,"AREG CIP 601 W. 29 FEEDER LP",805-6169246488,"Delaware","United States","N","Y"
2011489,438385,150578,"ARES SME O TE LP",805-8334712634,"Delaware","United States","N","Y"
2011489,218966,141431,"PCS CO-INVEST (OFFSHORE), L.P.",805-8699102047,"","Cayman Islands","N","Y"
2011489,218967,141433,"PCS CO-INVEST, L.P.",805-4410776467,"Delaware","United States","N","Y"
2011489,251243,142173,"ARES PCS CO-INVEST (OFFSHORE) II, L.P.",805-2878182908,"Delaware","United States","N","Y"
2011489,251242,142174,"ARES PCS CO-INVEST II, L.P.",805-4372727604,"Delaware","United States","N","Y"
