"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
2008153,424746,"KPMG","BOSTON","Massachusetts","United States","Y","Y",185,"Y"
2008153,224863,"KPMG","BOSTON","Massachusetts","United States","Y","Y",185,"Y"
2008153,438322,"KPMG","BOSTON","Massachusetts","United States","Y","Y",185,"Y"
2008000,418229,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",854,"Y"
2008000,417472,"WITHUM SMITH+BROWN","PRINCETON","New Jersey","United States","Y","Y",100,"Y"
2008000,277697,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",854,"Y"
2008000,277702,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",854,"Y"
2008000,277701,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",854,"Y"
2008000,277703,"WITHUMSMITH+BROWN, PC","PRINCETON","New Jersey","United States","Y","Y",100,"Y"
2008000,441564,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",954,"Y"
2008000,441617,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",954,"Y"
2008000,418220,"SENSIBA SAN FILIPPO LLP","PLEASANTON","California","United States","Y","Y",854,"Y"
2008197,483309,"COHEN & CO","TOWSON","Maryland","United States","Y","Y",925,"Y"
2007814,309426,"FRANK, RIMERMAN & CO. LLP","SAN FRANCISCO","California","United States","Y","Y",1596,"Y"
2012898,480813,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012898,236563,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012898,292811,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012898,292815,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012898,212322,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012898,480812,"PRICEWATERHOUSECOOPERS","SEATTLE","Washington","United States","Y","Y",238,"Y"
2012988,476105,"DELOITTE & TOUCHE LLP","SAN FRANCISCO","Delaware","United States","N","Y",34,"Y"
2012988,368632,"DELOITTE & TOUCHE LLP","SAN FRANCISCO","California","United States","Y","Y",34,"Y"
2012988,476160,"DELOITTE & TOUCHE LLP","SAN FRANCISCO","California","United States","Y","Y",34,"Y"
2012988,476136,"DELOITTE & TOUCHE LLP","SAN FRANCISCO","California","United States","Y","Y",34,"Y"
2010632,492014,"PRICEWATERHOUSECOOPERS","NEW YORK","New York","United States","Y","Y",238,"Y"
2010959,58918,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
2010959,355752,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
2010959,417486,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
2010959,418320,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
2010959,476697,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
2010959,418290,"DELOITTE & TOUCHE LLP","NEW YORK","New York","United States","Y","Y",34,"Y"
